old_date,DAY OF THE WEEK,business_unit,old_revenue,VOLUME,SPEND PER PERSON,date,revenue
08/06/2025,Sunday,Activities,0.00,0,0,2025-06-08,0.00
08/06/2025,Sunday,Juntos Products,0.00,0,0,2025-06-08,0.00
08/07/2025,Tuesday,Juntos house,"9,452.30",107,88.34,2025-07-08,9452.30
08/07/2025,Tuesday,Juntos boutique,"1,160.00",16,72.5,2025-07-08,1160.00
08/07/2025,Tuesday,Picadeli,"4,702.59",208,22.61,2025-07-08,4702.59
08/07/2025,Tuesday,Juntos farm shop,"1,974.63",68,29.04,2025-07-08,1974.63
08/07/2025,Tuesday,Tasting place,"1,896.80",0,0,2025-07-08,1896.80
08/07/2025,Tuesday,Distribution b2b,"1,563.46",10,156.35,2025-07-08,1563.46
08/07/2025,Tuesday,Activities,0.00,0,0,2025-07-08,0.00
08/07/2025,Tuesday,Juntos Products,172.74,0,0,2025-07-08,172.74
08/08/2025,Friday,Juntos house,"11,847.20",134,88.41,2025-08-08,11847.20
08/08/2025,Friday,Juntos boutique,"1,902.00",18,105.67,2025-08-08,1902.00
08/08/2025,Friday,Picadeli,"3,094.32",150,20.63,2025-08-08,3094.32
08/08/2025,Friday,Juntos farm shop,"1,109.06",38,29.19,2025-08-08,1109.06
08/08/2025,Friday,Tasting place,"2,842.00",79,35.97,2025-08-08,2842.00
08/08/2025,Friday,Distribution b2b,"1,830.76",16,114.42,2025-08-08,1830.76
08/08/2025,Friday,Activities,0.00,0,0,2025-08-08,0.00
08/08/2025,Friday,Juntos Products,0.00,0,0,2025-08-08,0.00
08/09/2025,Monday,Juntos house,"5,730.80",65,88.17,2025-09-08,5730.80
08/09/2025,Monday,Juntos boutique,96.00,2,48,2025-09-08,96.00
08/09/2025,Monday,Picadeli,"3,776.54",217,17.4,2025-09-08,3776.54
08/09/2025,Monday,Juntos farm shop,0.00,0,0,2025-09-08,0.00
08/09/2025,Monday,Tasting place,0.00,0,0,2025-09-08,0.00
08/09/2025,Monday,Distribution b2b,"1,889.82",14,134.99,2025-09-08,1889.82
08/09/2025,Monday,Activities,0.00,0,0,2025-09-08,0.00
08/09/2025,Monday,Juntos Products,0.00,0,0,2025-09-08,0.00
08/10/2025,Wednesday,Juntos house,"7,444.00",105,70.9,2025-10-08,7444.00
08/10/2025,Wednesday,Juntos boutique,977.50,14,69.82,2025-10-08,977.50
08/10/2025,Wednesday,Picadeli,"3,317.83",178,18.64,2025-10-08,3317.83
08/10/2025,Wednesday,Juntos farm shop,756.00,29,26.07,2025-10-08,756.00
08/10/2025,Wednesday,Tasting place,892.70,31,28.8,2025-10-08,892.70
08/10/2025,Wednesday,Distribution b2b,366.00,7,52.29,2025-10-08,366.00
08/10/2025,Wednesday,Activities,0.00,0,0,2025-10-08,0.00
08/10/2025,Wednesday,Juntos Products,0.00,0,0,2025-10-08,0.00
08/11/2025,Saturday,Juntos house,"4,143.70",49,84.57,2025-11-08,4143.70
08/11/2025,Saturday,Juntos boutique,474.50,7,67.79,2025-11-08,474.50
08/11/2025,Saturday,Picadeli,"2,085.27",94,22.18,2025-11-08,2085.27
08/11/2025,Saturday,Juntos farm shop,385.98,19,20.31,2025-11-08,385.98
08/11/2025,Saturday,Tasting place,"1,007.08",52,19.37,2025-11-08,1007.08
08/11/2025,Saturday,Distribution b2b,0.00,0,0,2025-11-08,0.00
08/11/2025,Saturday,Activities,0.00,0,0,2025-11-08,0.00
08/11/2025,Saturday,Juntos Products,75.60,0,0,2025-11-08,75.60
08/12/2025,Monday,Juntos house,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Juntos boutique,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Picadeli,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Juntos farm shop,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Tasting place,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Distribution b2b,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Activities,0.00,0,0,2025-12-08,0.00
08/12/2025,Monday,Juntos Products,0.00,0,0,2025-12-08,0.00
09/01/2025,Thursday,Juntos house,0.00,0,0,2025-01-09,0.00
09/01/2025,Thursday,Juntos boutique,0.00,0,0,2025-01-09,0.00
09/01/2025,Thursday,Picadeli,"2,778.04",167,16.63,2025-01-09,2778.04
09/01/2025,Thursday,Juntos farm shop,337.61,19,17.77,2025-01-09,337.61
09/01/2025,Thursday,Tasting place,206.00,22,9.36,2025-01-09,206.00
09/01/2025,Thursday,Distribution b2b,465.00,6,77.5,2025-01-09,465.00
09/01/2025,Thursday,Activities,0.00,0,0,2025-01-09,0.00
09/01/2025,Thursday,Juntos Products,0.00,0,0,2025-01-09,0.00
09/02/2025,Sunday,Juntos house,"6,424.00",86,74.7,2025-02-09,6424.00
09/02/2025,Sunday,Juntos boutique,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Picadeli,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Juntos farm shop,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Tasting place,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Distribution b2b,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Activities,0.00,0,0,2025-02-09,0.00
09/02/2025,Sunday,Juntos Products,0.00,0,0,2025-02-09,0.00
09/03/2025,Sunday,Juntos house,"3,563.00",45,79.18,2025-03-09,3563.00
09/03/2025,Sunday,Juntos boutique,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Picadeli,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Juntos farm shop,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Tasting place,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Distribution b2b,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Activities,0.00,0,0,2025-03-09,0.00
09/03/2025,Sunday,Juntos Products,0.00,0,0,2025-03-09,0.00
09/04/2025,Wednesday,Juntos house,"4,495.00",67,67.09,2025-04-09,4495.00
09/04/2025,Wednesday,Juntos boutique,732.50,11,66.59,2025-04-09,732.50
09/04/2025,Wednesday,Picadeli,"3,721.00",203,18.33,2025-04-09,3721.00
09/04/2025,Wednesday,Juntos farm shop,479.40,21,22.83,2025-04-09,479.40
09/04/2025,Wednesday,Tasting place,314.20,27,11.64,2025-04-09,314.20
09/04/2025,Wednesday,Distribution b2b,"7,585.75",10,758.58,2025-04-09,7585.75
09/04/2025,Wednesday,Activities,0.00,0,0,2025-04-09,0.00
09/04/2025,Wednesday,Juntos Products,28.95,0,0,2025-04-09,28.95
09/05/2025,Friday,Juntos house,"5,617.00",83,67.67,2025-05-09,5617.00
09/05/2025,Friday,Juntos boutique,382.35,7,54.62,2025-05-09,382.35
09/05/2025,Friday,Picadeli,"2,874.00",170,16.91,2025-05-09,2874.00
09/05/2025,Friday,Juntos farm shop,518.54,30,17.28,2025-05-09,518.54
09/05/2025,Friday,Tasting place,540.10,25,21.6,2025-05-09,540.10
09/05/2025,Friday,Distribution b2b,"1,723.82",17,101.4,2025-05-09,1723.82
09/05/2025,Friday,Activities,0.00,0,0,2025-05-09,0.00
09/05/2025,Friday,Juntos Products,27.00,0,0,2025-05-09,27.00
09/06/2025,Monday,Juntos house,"8,813.40",101,87.26,2025-06-09,8813.40
09/06/2025,Monday,Juntos boutique,"1,154.51",14,82.47,2025-06-09,1154.51
09/06/2025,Monday,Picadeli,"4,241.91",214,19.82,2025-06-09,4241.91
09/06/2025,Monday,Juntos farm shop,0.00,0,0,2025-06-09,0.00
09/06/2025,Monday,Tasting place,0.00,0,0,2025-06-09,0.00
09/06/2025,Monday,Distribution b2b,"2,355.68",15,157.05,2025-06-09,2355.68
09/06/2025,Monday,Activities,302.00,0,0,2025-06-09,302.00
09/06/2025,Monday,Juntos Products,240.00,0,0,2025-06-09,240.00
09/07/2025,Wednesday,Juntos house,"10,566.10",89,118.72,2025-07-09,10566.10
09/07/2025,Wednesday,Juntos boutique,"1,131.00",11,102.82,2025-07-09,1131.00
09/07/2025,Wednesday,Picadeli,"3,344.01",156,21.44,2025-07-09,3344.01
09/07/2025,Wednesday,Juntos farm shop,"1,148.32",54,21.27,2025-07-09,1148.32
09/07/2025,Wednesday,Tasting place,"1,300.00",62,20.97,2025-07-09,1300.00
09/07/2025,Wednesday,Distribution b2b,"1,895.12",11,172.28,2025-07-09,1895.12
09/07/2025,Wednesday,Activities,0.00,0,0,2025-07-09,0.00
09/07/2025,Wednesday,Juntos Products,0.00,0,0,2025-07-09,0.00
09/08/2025,Saturday,Juntos house,"24,015.00",65,369.46,2025-08-09,24015.00
09/08/2025,Saturday,Juntos boutique,0.00,0,0,2025-08-09,0.00
09/08/2025,Saturday,Picadeli,"2,152.17",84,25.62,2025-08-09,2152.17
09/08/2025,Saturday,Juntos farm shop,"1,247.08",56,22.27,2025-08-09,1247.08
09/08/2025,Saturday,Tasting place,"2,632.00",110,23.93,2025-08-09,2632.00
09/08/2025,Saturday,Distribution b2b,"1,543.76",11,140.34,2025-08-09,1543.76
09/08/2025,Saturday,Activities,0.00,0,0,2025-08-09,0.00
09/08/2025,Saturday,Juntos Products,0.00,0,0,2025-08-09,0.00
09/09/2025,Tuesday,Juntos house,"5,246.90",60,87.45,2025-09-09,5246.90
09/09/2025,Tuesday,Juntos boutique,691.40,9,76.82,2025-09-09,691.40
09/09/2025,Tuesday,Picadeli,"3,759.08",202,18.61,2025-09-09,3759.08
09/09/2025,Tuesday,Juntos farm shop,"1,206.14",59,20.44,2025-09-09,1206.14
09/09/2025,Tuesday,Tasting place,533.00,6,88.83,2025-09-09,533.00
09/09/2025,Tuesday,Distribution b2b,"1,048.40",12,87.37,2025-09-09,1048.40
09/09/2025,Tuesday,Activities,0.00,0,0,2025-09-09,0.00
09/09/2025,Tuesday,Juntos Products,0.00,0,0,2025-09-09,0.00
09/10/2025,Thursday,Juntos house,"5,447.40",63,86.47,2025-10-09,5447.40
09/10/2025,Thursday,Juntos boutique,989.00,8,123.63,2025-10-09,989.00
09/10/2025,Thursday,Picadeli,"3,897.00",178,21.89,2025-10-09,3897.00
09/10/2025,Thursday,Juntos farm shop,816.86,28,29.17,2025-10-09,816.86
09/10/2025,Thursday,Tasting place,954.00,35,27.26,2025-10-09,954.00
09/10/2025,Thursday,Distribution b2b,"1,306.00",10,130.6,2025-10-09,1306.00
09/10/2025,Thursday,Activities,0.00,0,0,2025-10-09,0.00
09/10/2025,Thursday,Juntos Products,0.00,0,0,2025-10-09,0.00
09/11/2025,Sunday,Juntos house,"6,644.10",81,82.03,2025-11-09,6644.10
09/11/2025,Sunday,Juntos boutique,"1,345.00",14,96.07,2025-11-09,1345.00
09/11/2025,Sunday,Picadeli,0.00,0,0,2025-11-09,0.00
09/11/2025,Sunday,Juntos farm shop,0.00,0,0,2025-11-09,0.00
09/11/2025,Sunday,Tasting place,0.00,0,0,2025-11-09,0.00
09/11/2025,Sunday,Distribution b2b,0.00,0,0,2025-11-09,0.00
09/11/2025,Sunday,Activities,0.00,0,0,2025-11-09,0.00
09/11/2025,Sunday,Juntos Products,0.00,0,0,2025-11-09,0.00
09/12/2025,Tuesday,Juntos house,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Juntos boutique,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Picadeli,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Juntos farm shop,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Tasting place,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Distribution b2b,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Activities,0.00,0,0,2025-12-09,0.00
09/12/2025,Tuesday,Juntos Products,0.00,0,0,2025-12-09,0.00
10/01/2025,Friday,Juntos house,0.00,0,0,2025-01-10,0.00
10/01/2025,Friday,Juntos boutique,0.00,0,0,2025-01-10,0.00
10/01/2025,Friday,Picadeli,"2,307.61",140,16.48,2025-01-10,2307.61
10/01/2025,Friday,Juntos farm shop,251.49,13,19.35,2025-01-10,251.49
10/01/2025,Friday,Tasting place,160.00,11,14.55,2025-01-10,160.00
10/01/2025,Friday,Distribution b2b,358.88,6,59.81,2025-01-10,358.88
10/01/2025,Friday,Activities,0.00,0,0,2025-01-10,0.00
10/01/2025,Friday,Juntos Products,0.00,0,0,2025-01-10,0.00
10/02/2025,Monday,Juntos house,0.00,0,0,2025-02-10,0.00
10/02/2025,Monday,Juntos boutique,0.00,0,0,2025-02-10,0.00
10/02/2025,Monday,Picadeli,"3,924.00",224,17.52,2025-02-10,3924.00
10/02/2025,Monday,Juntos farm shop,0.00,0,0,2025-02-10,0.00
10/02/2025,Monday,Tasting place,0.00,0,0,2025-02-10,0.00
10/02/2025,Monday,Distribution b2b,311.13,6,51.86,2025-02-10,311.13
10/02/2025,Monday,Activities,0.00,0,0,2025-02-10,0.00
10/02/2025,Monday,Juntos Products,0.00,0,0,2025-02-10,0.00
10/03/2025,Monday,Juntos house,0.00,0,0,2025-03-10,0.00
10/03/2025,Monday,Juntos boutique,0.00,0,0,2025-03-10,0.00
10/03/2025,Monday,Picadeli,"3,535.00",217,16.29,2025-03-10,3535.00
10/03/2025,Monday,Juntos farm shop,0.00,0,0,2025-03-10,0.00
10/03/2025,Monday,Tasting place,0.00,0,0,2025-03-10,0.00
10/03/2025,Monday,Distribution b2b,327.66,6,54.61,2025-03-10,327.66
10/03/2025,Monday,Activities,0.00,0,0,2025-03-10,0.00
10/03/2025,Monday,Juntos Products,35.00,0,0,2025-03-10,35.00
10/04/2025,Thursday,Juntos house,"4,594.00",67,68.57,2025-04-10,4594.00
10/04/2025,Thursday,Juntos boutique,144.00,6,24,2025-04-10,144.00
10/04/2025,Thursday,Picadeli,"3,189.00",175,18.22,2025-04-10,3189.00
10/04/2025,Thursday,Juntos farm shop,442.61,28,15.81,2025-04-10,442.61
10/04/2025,Thursday,Tasting place,464.00,38,12.21,2025-04-10,464.00
10/04/2025,Thursday,Distribution b2b,"1,047.00",12,87.25,2025-04-10,1047.00
10/04/2025,Thursday,Activities,0.00,0,0,2025-04-10,0.00
10/04/2025,Thursday,Juntos Products,190.82,0,0,2025-04-10,190.82
10/05/2025,Saturday,Juntos house,"7,514.00",90,83.49,2025-05-10,7514.00
10/05/2025,Saturday,Juntos boutique,666.00,9,74,2025-05-10,666.00
10/05/2025,Saturday,Picadeli,"2,173.00",103,21.1,2025-05-10,2173.00
10/05/2025,Saturday,Juntos farm shop,877.42,44,19.94,2025-05-10,877.42
10/05/2025,Saturday,Tasting place,"3,635.40",86,42.27,2025-05-10,3635.40
10/05/2025,Saturday,Distribution b2b,221.69,2,110.85,2025-05-10,221.69
10/05/2025,Saturday,Activities,0.00,0,0,2025-05-10,0.00
10/05/2025,Saturday,Juntos Products,156.00,0,0,2025-05-10,156.00
10/06/2025,Tuesday,Juntos house,"6,279.30",75,83.72,2025-06-10,6279.30
10/06/2025,Tuesday,Juntos boutique,946.90,15,63.13,2025-06-10,946.90
10/06/2025,Tuesday,Picadeli,"4,273.95",220,19.43,2025-06-10,4273.95
10/06/2025,Tuesday,Juntos farm shop,836.84,38,22.02,2025-06-10,836.84
10/06/2025,Tuesday,Tasting place,892.60,38,23.49,2025-06-10,892.60
10/06/2025,Tuesday,Distribution b2b,"2,285.63",17,134.45,2025-06-10,2285.63
10/06/2025,Tuesday,Activities,74.00,0,0,2025-06-10,74.00
10/06/2025,Tuesday,Juntos Products,140.97,0,0,2025-06-10,140.97
10/07/2025,Thursday,Juntos house,"9,231.00",108,85.47,2025-07-10,9231.00
10/07/2025,Thursday,Juntos boutique,"1,123.00",7,160.43,2025-07-10,1123.00
10/07/2025,Thursday,Picadeli,"4,281.69",199,21.52,2025-07-10,4281.69
10/07/2025,Thursday,Juntos farm shop,"1,118.35",38,29.43,2025-07-10,1118.35
10/07/2025,Thursday,Tasting place,"1,375.50",62,22.19,2025-07-10,1375.50
10/07/2025,Thursday,Distribution b2b,"3,272.44",17,192.5,2025-07-10,3272.44
10/07/2025,Thursday,Activities,0.00,0,0,2025-07-10,0.00
10/07/2025,Thursday,Juntos Products,342.28,0,0,2025-07-10,342.28
10/08/2025,Sunday,Juntos house,"8,047.25",86,93.57,2025-08-10,8047.25
10/08/2025,Sunday,Juntos boutique,940.50,11,85.5,2025-08-10,940.50
10/08/2025,Sunday,Picadeli,0.00,0,0,2025-08-10,0.00
10/08/2025,Sunday,Juntos farm shop,0.00,0,0,2025-08-10,0.00
10/08/2025,Sunday,Tasting place,0.00,0,0,2025-08-10,0.00
10/08/2025,Sunday,Distribution b2b,0.00,0,0,2025-08-10,0.00
10/08/2025,Sunday,Activities,0.00,0,0,2025-08-10,0.00
10/08/2025,Sunday,Juntos Products,0.00,0,0,2025-08-10,0.00
10/09/2025,Wednesday,Juntos house,"6,319.10",82,77.06,2025-09-10,6319.10
10/09/2025,Wednesday,Juntos boutique,"1,211.10",11,110.1,2025-09-10,1211.10
10/09/2025,Wednesday,Picadeli,"3,702.11",204,18.15,2025-09-10,3702.11
10/09/2025,Wednesday,Juntos farm shop,"1,122.36",44,25.51,2025-09-10,1122.36
10/09/2025,Wednesday,Tasting place,"1,580.00",50,31.6,2025-09-10,1580.00
10/09/2025,Wednesday,Distribution b2b,"1,307.15",9,145.24,2025-09-10,1307.15
10/09/2025,Wednesday,Activities,0.00,0,0,2025-09-10,0.00
10/09/2025,Wednesday,Juntos Products,0.00,0,0,2025-09-10,0.00
10/10/2025,Friday,Juntos house,"8,877.40",108,82.2,2025-10-10,8877.40
10/10/2025,Friday,Juntos boutique,496.00,6,82.67,2025-10-10,496.00
10/10/2025,Friday,Picadeli,"3,757.00",211,17.81,2025-10-10,3757.00
10/10/2025,Friday,Juntos farm shop,639.00,36,17.75,2025-10-10,639.00
10/10/2025,Friday,Tasting place,"1,238.80",62,19.98,2025-10-10,1238.80
10/10/2025,Friday,Distribution b2b,"1,947.00",15,129.8,2025-10-10,1947.00
10/10/2025,Friday,Activities,0.00,0,0,2025-10-10,0.00
10/10/2025,Friday,Juntos Products,327.73,0,0,2025-10-10,327.73
10/11/2025,Monday,Juntos house,0.00,0,0,2025-11-10,0.00
10/11/2025,Monday,Juntos boutique,0.00,0,0,2025-11-10,0.00
10/11/2025,Monday,Picadeli,"3,829.23",201,19.05,2025-11-10,3829.23
10/11/2025,Monday,Juntos farm shop,579.17,27,21.45,2025-11-10,579.17
10/11/2025,Monday,Tasting place,0.00,0,0,2025-11-10,0.00
10/11/2025,Monday,Distribution b2b,325.08,5,65.02,2025-11-10,325.08
10/11/2025,Monday,Activities,0.00,0,0,2025-11-10,0.00
10/11/2025,Monday,Juntos Products,189.00,0,0,2025-11-10,189.00
10/12/2025,Wednesday,Juntos house,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Juntos boutique,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Picadeli,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Juntos farm shop,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Tasting place,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Distribution b2b,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Activities,0.00,0,0,2025-12-10,0.00
10/12/2025,Wednesday,Juntos Products,0.00,0,0,2025-12-10,0.00
11/01/2025,Saturday,Juntos house,0.00,0,0,2025-01-11,0.00
11/01/2025,Saturday,Juntos boutique,0.00,0,0,2025-01-11,0.00
11/01/2025,Saturday,Picadeli,"2,127.96",107,19.89,2025-01-11,2127.96
11/01/2025,Saturday,Juntos farm shop,857.70,46,18.65,2025-01-11,857.70
11/01/2025,Saturday,Tasting place,"2,544.60",92,27.66,2025-01-11,2544.60
11/01/2025,Saturday,Distribution b2b,0.00,0,0,2025-01-11,0.00
11/01/2025,Saturday,Activities,0.00,0,0,2025-01-11,0.00
11/01/2025,Saturday,Juntos Products,0.00,0,0,2025-01-11,0.00
11/02/2025,Tuesday,Juntos house,0.00,0,0,2025-02-11,0.00
11/02/2025,Tuesday,Juntos boutique,0.00,0,0,2025-02-11,0.00
11/02/2025,Tuesday,Picadeli,"3,054.27",185,16.51,2025-02-11,3054.27
11/02/2025,Tuesday,Juntos farm shop,279.83,16,17.49,2025-02-11,279.83
11/02/2025,Tuesday,Tasting place,222.60,17,13.09,2025-02-11,222.60
11/02/2025,Tuesday,Distribution b2b,816.10,5,163.22,2025-02-11,816.10
11/02/2025,Tuesday,Activities,0.00,0,0,2025-02-11,0.00
11/02/2025,Tuesday,Juntos Products,216.00,0,0,2025-02-11,216.00
11/03/2025,Tuesday,Juntos house,0.00,0,0,2025-03-11,0.00
11/03/2025,Tuesday,Juntos boutique,0.00,0,0,2025-03-11,0.00
11/03/2025,Tuesday,Picadeli,"2,904.00",183,15.87,2025-03-11,2904.00
11/03/2025,Tuesday,Juntos farm shop,180.60,14,12.9,2025-03-11,180.60
11/03/2025,Tuesday,Tasting place,656.40,21,31.26,2025-03-11,656.40
11/03/2025,Tuesday,Distribution b2b,640.54,7,91.51,2025-03-11,640.54
11/03/2025,Tuesday,Activities,0.00,0,0,2025-03-11,0.00
11/03/2025,Tuesday,Juntos Products,115.80,0,0,2025-03-11,115.80
11/04/2025,Friday,Juntos house,"4,132.00",57,72.49,2025-04-11,4132.00
11/04/2025,Friday,Juntos boutique,692.00,5,138.4,2025-04-11,692.00
11/04/2025,Friday,Picadeli,"3,338.00",185,18.04,2025-04-11,3338.00
11/04/2025,Friday,Juntos farm shop,531.44,28,18.98,2025-04-11,531.44
11/04/2025,Friday,Tasting place,411.20,26,15.82,2025-04-11,411.20
11/04/2025,Friday,Distribution b2b,965.12,9,107.24,2025-04-11,965.12
11/04/2025,Friday,Activities,0.00,0,0,2025-04-11,0.00
11/04/2025,Friday,Juntos Products,151.95,0,0,2025-04-11,151.95
11/05/2025,Sunday,Juntos house,"7,324.00",108,67.81,2025-05-11,7324.00
11/05/2025,Sunday,Juntos boutique,"2,147.00",17,126.29,2025-05-11,2147.00
11/05/2025,Sunday,Picadeli,0.00,0,0,2025-05-11,0.00
11/05/2025,Sunday,Juntos farm shop,0.00,0,0,2025-05-11,0.00
11/05/2025,Sunday,Tasting place,0.00,0,0,2025-05-11,0.00
11/05/2025,Sunday,Distribution b2b,0.00,0,0,2025-05-11,0.00
11/05/2025,Sunday,Activities,0.00,0,0,2025-05-11,0.00
11/05/2025,Sunday,Juntos Products,0.00,0,0,2025-05-11,0.00
11/06/2025,Wednesday,Juntos house,"5,772.90",80,72.16,2025-06-11,5772.90
11/06/2025,Wednesday,Juntos boutique,"1,358.05",16,84.88,2025-06-11,1358.05
11/06/2025,Wednesday,Picadeli,"3,642.17",202,18.03,2025-06-11,3642.17
11/06/2025,Wednesday,Juntos farm shop,712.43,25,28.5,2025-06-11,712.43
11/06/2025,Wednesday,Tasting place,837.40,31,27.01,2025-06-11,837.40
11/06/2025,Wednesday,Distribution b2b,"1,288.92",11,117.17,2025-06-11,1288.92
11/06/2025,Wednesday,Activities,0.00,0,0,2025-06-11,0.00
11/06/2025,Wednesday,Juntos Products,135.00,0,0,2025-06-11,135.00
11/07/2025,Friday,Juntos house,"9,334.30",106,88.06,2025-07-11,9334.30
11/07/2025,Friday,Juntos boutique,632.20,10,63.22,2025-07-11,632.20
11/07/2025,Friday,Picadeli,"4,204.77",193,21.79,2025-07-11,4204.77
11/07/2025,Friday,Juntos farm shop,"1,271.16",55,23.11,2025-07-11,1271.16
11/07/2025,Friday,Tasting place,274.00,0,0,2025-07-11,274.00
11/07/2025,Friday,Distribution b2b,"2,260.26",17,132.96,2025-07-11,2260.26
11/07/2025,Friday,Activities,0.00,0,0,2025-07-11,0.00
11/07/2025,Friday,Juntos Products,93.74,0,0,2025-07-11,93.74
11/08/2025,Monday,Juntos house,"11,686.60",133,87.87,2025-08-11,11686.60
11/08/2025,Monday,Juntos boutique,517.00,11,47,2025-08-11,517.00
11/08/2025,Monday,Picadeli,"3,381.36",155,21.82,2025-08-11,3381.36
11/08/2025,Monday,Juntos farm shop,0.00,0,0,2025-08-11,0.00
11/08/2025,Monday,Tasting place,0.00,0,0,2025-08-11,0.00
11/08/2025,Monday,Distribution b2b,"2,822.58",15,188.17,2025-08-11,2822.58
11/08/2025,Monday,Activities,0.00,0,0,2025-08-11,0.00
11/08/2025,Monday,Juntos Products,0.00,0,0,2025-08-11,0.00
11/09/2025,Thursday,Juntos house,"9,741.00",103,94.57,2025-09-11,9741.00
11/09/2025,Thursday,Juntos boutique,637.50,10,63.75,2025-09-11,637.50
11/09/2025,Thursday,Picadeli,"2,798.64",186,15.05,2025-09-11,2798.64
11/09/2025,Thursday,Juntos farm shop,"1,411.29",53,26.63,2025-09-11,1411.29
11/09/2025,Thursday,Tasting place,"1,071.00",40,26.78,2025-09-11,1071.00
11/09/2025,Thursday,Distribution b2b,"1,155.98",10,115.6,2025-09-11,1155.98
11/09/2025,Thursday,Activities,0.00,0,0,2025-09-11,0.00
11/09/2025,Thursday,Juntos Products,468.20,0,0,2025-09-11,468.20
11/10/2025,Saturday,Juntos house,"37,805.00",116,325.91,2025-10-11,37805.00
11/10/2025,Saturday,Juntos boutique,0.00,0,0,2025-10-11,0.00
11/10/2025,Saturday,Picadeli,"2,339.57",109,21.46,2025-10-11,2339.57
11/10/2025,Saturday,Juntos farm shop,"1,038.00",39,26.62,2025-10-11,1038.00
11/10/2025,Saturday,Tasting place,"1,372.00",62,22.13,2025-10-11,1372.00
11/10/2025,Saturday,Distribution b2b,0.00,0,0,2025-10-11,0.00
11/10/2025,Saturday,Activities,0.00,0,0,2025-10-11,0.00
11/10/2025,Saturday,Juntos Products,0.00,0,0,2025-10-11,0.00
11/11/2025,Tuesday,Juntos house,0.00,0,0,2025-11-11,0.00
11/11/2025,Tuesday,Juntos boutique,0.00,0,0,2025-11-11,0.00
11/11/2025,Tuesday,Picadeli,"3,886.69",207,18.78,2025-11-11,3886.69
11/11/2025,Tuesday,Juntos farm shop,743.99,28,26.57,2025-11-11,743.99
11/11/2025,Tuesday,Tasting place,783.58,44,17.81,2025-11-11,783.58
11/11/2025,Tuesday,Distribution b2b,301.81,4,75.45,2025-11-11,301.81
11/11/2025,Tuesday,Activities,0.00,0,0,2025-11-11,0.00
11/11/2025,Tuesday,Juntos Products,736.20,0,0,2025-11-11,736.20
11/12/2025,Thursday,Juntos house,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Juntos boutique,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Picadeli,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Juntos farm shop,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Tasting place,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Distribution b2b,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Activities,0.00,0,0,2025-12-11,0.00
11/12/2025,Thursday,Juntos Products,0.00,0,0,2025-12-11,0.00
12/01/2025,Sunday,Juntos house,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Juntos boutique,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Picadeli,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Juntos farm shop,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Tasting place,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Distribution b2b,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Activities,0.00,0,0,2025-01-12,0.00
12/01/2025,Sunday,Juntos Products,0.00,0,0,2025-01-12,0.00
12/02/2025,Wednesday,Juntos house,"3,283.00",37,88.73,2025-02-12,3283.00
12/02/2025,Wednesday,Juntos boutique,0.00,0,0,2025-02-12,0.00
