old_date,DAY OF THE WEEK,business_unit,old_revenue,VOLUME,SPEND PER PERSON,date,revenue
16/05/2025,Friday,Juntos farm shop,458.85,29,15.82,2025-05-16,458.85
16/05/2025,Friday,Tasting place,513.30,31,16.56,2025-05-16,513.30
16/05/2025,Friday,Distribution b2b,966.09,12,80.51,2025-05-16,966.09
16/05/2025,Friday,Activities,0.00,0,0,2025-05-16,0.00
16/05/2025,Friday,Juntos Products,126.30,0,0,2025-05-16,126.30
16/06/2025,Monday,Juntos house,"5,879.80",72,81.66,2025-06-16,5879.80
16/06/2025,Monday,Juntos boutique,199.70,6,33.28,2025-06-16,199.70
16/06/2025,Monday,Picadeli,"3,849.35",211,18.24,2025-06-16,3849.35
16/06/2025,Monday,Juntos farm shop,0.00,0,0,2025-06-16,0.00
16/06/2025,Monday,Tasting place,0.00,0,0,2025-06-16,0.00
16/06/2025,Monday,Distribution b2b,"1,763.38",13,135.64,2025-06-16,1763.38
16/06/2025,Monday,Activities,0.00,0,0,2025-06-16,0.00
16/06/2025,Monday,Juntos Products,0.00,0,0,2025-06-16,0.00
16/07/2025,Wednesday,Juntos house,"10,568.85",112,94.36,2025-07-16,10568.85
16/07/2025,Wednesday,Juntos boutique,852.50,11,77.5,2025-07-16,852.50
16/07/2025,Wednesday,Picadeli,"3,668.28",156,23.51,2025-07-16,3668.28
16/07/2025,Wednesday,Juntos farm shop,"1,750.47",53,33.03,2025-07-16,1750.47
16/07/2025,Wednesday,Tasting place,"1,388.60",50,27.77,2025-07-16,1388.60
16/07/2025,Wednesday,Distribution b2b,"1,636.27",11,148.75,2025-07-16,1636.27
16/07/2025,Wednesday,Activities,0.00,0,0,2025-07-16,0.00
16/07/2025,Wednesday,Juntos Products,103.80,0,0,2025-07-16,103.80
16/08/2025,Saturday,Juntos house,"11,310.90",125,90.49,2025-08-16,11310.90
16/08/2025,Saturday,Juntos boutique,"1,520.00",13,116.92,2025-08-16,1520.00
16/08/2025,Saturday,Picadeli,"2,070.38",95,21.79,2025-08-16,2070.38
16/08/2025,Saturday,Juntos farm shop,"1,796.67",62,28.98,2025-08-16,1796.67
16/08/2025,Saturday,Tasting place,"3,393.00",133,25.51,2025-08-16,3393.00
16/08/2025,Saturday,Distribution b2b,"1,978.62",11,179.87,2025-08-16,1978.62
16/08/2025,Saturday,Activities,0.00,0,0,2025-08-16,0.00
16/08/2025,Saturday,Juntos Products,143.00,0,0,2025-08-16,143.00
16/09/2025,Tuesday,Juntos house,"6,621.75",81,81.75,2025-09-16,6621.75
16/09/2025,Tuesday,Juntos boutique,540.50,8,67.56,2025-09-16,540.50
16/09/2025,Tuesday,Picadeli,"3,719.24",205,18.14,2025-09-16,3719.24
16/09/2025,Tuesday,Juntos farm shop,966.47,47,20.56,2025-09-16,966.47
16/09/2025,Tuesday,Tasting place,"2,620.00",46,56.96,2025-09-16,2620.00
16/09/2025,Tuesday,Distribution b2b,"1,431.79",12,119.32,2025-09-16,1431.79
16/09/2025,Tuesday,Activities,0.00,0,0,2025-09-16,0.00
16/09/2025,Tuesday,Juntos Products,15.60,0,0,2025-09-16,15.60
16/10/2025,Thursday,Juntos house,"6,097.00",73,83.52,2025-10-16,6097.00
16/10/2025,Thursday,Juntos boutique,511.00,8,63.88,2025-10-16,511.00
16/10/2025,Thursday,Picadeli,"3,241.16",189,17.15,2025-10-16,3241.16
16/10/2025,Thursday,Juntos farm shop,653.50,38,17.2,2025-10-16,653.50
16/10/2025,Thursday,Tasting place,"1,536.00",55,27.93,2025-10-16,1536.00
16/10/2025,Thursday,Distribution b2b,752.00,10,75.2,2025-10-16,752.00
16/10/2025,Thursday,Activities,130.09,0,0,2025-10-16,130.09
16/10/2025,Thursday,Juntos Products,0.00,0,0,2025-10-16,0.00
16/11/2025,Sunday,Juntos house,"4,022.15",57,70.56,2025-11-16,4022.15
16/11/2025,Sunday,Juntos boutique,"1,047.00",15,69.8,2025-11-16,1047.00
16/11/2025,Sunday,Picadeli,0.00,0,0,2025-11-16,0.00
16/11/2025,Sunday,Juntos farm shop,0.00,0,0,2025-11-16,0.00
16/11/2025,Sunday,Tasting place,0.00,0,0,2025-11-16,0.00
16/11/2025,Sunday,Distribution b2b,0.00,0,0,2025-11-16,0.00
16/11/2025,Sunday,Activities,0.00,0,0,2025-11-16,0.00
16/11/2025,Sunday,Juntos Products,0.00,0,0,2025-11-16,0.00
16/12/2025,Tuesday,Juntos house,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Juntos boutique,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Picadeli,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Juntos farm shop,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Tasting place,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Distribution b2b,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Activities,0.00,0,0,2025-12-16,0.00
16/12/2025,Tuesday,Juntos Products,0.00,0,0,2025-12-16,0.00
17/01/2025,Friday,Juntos house,"1,821.10",25,72.84,2025-01-17,1821.10
17/01/2025,Friday,Juntos boutique,57.60,2,28.8,2025-01-17,57.60
17/01/2025,Friday,Picadeli,"2,598.97",155,16.77,2025-01-17,2598.97
17/01/2025,Friday,Juntos farm shop,333.19,12,27.77,2025-01-17,333.19
17/01/2025,Friday,Tasting place,157.00,14,11.21,2025-01-17,157.00
17/01/2025,Friday,Distribution b2b,549.10,8,68.64,2025-01-17,549.10
17/01/2025,Friday,Activities,0.00,0,0,2025-01-17,0.00
17/01/2025,Friday,Juntos Products,0.00,0,0,2025-01-17,0.00
17/02/2025,Monday,Juntos house,0.00,0,0,2025-02-17,0.00
17/02/2025,Monday,Juntos boutique,0.00,0,0,2025-02-17,0.00
17/02/2025,Monday,Picadeli,"3,942.00",228,17.29,2025-02-17,3942.00
17/02/2025,Monday,Juntos farm shop,0.00,0,0,2025-02-17,0.00
17/02/2025,Monday,Tasting place,0.00,0,0,2025-02-17,0.00
17/02/2025,Monday,Distribution b2b,313.00,4,78.25,2025-02-17,313.00
17/02/2025,Monday,Activities,0.00,0,0,2025-02-17,0.00
17/02/2025,Monday,Juntos Products,0.00,0,0,2025-02-17,0.00
17/03/2025,Monday,Juntos house,0.00,0,0,2025-03-17,0.00
17/03/2025,Monday,Juntos boutique,0.00,0,0,2025-03-17,0.00
17/03/2025,Monday,Picadeli,"3,694.00",227,16.27,2025-03-17,3694.00
17/03/2025,Monday,Juntos farm shop,0.00,0,0,2025-03-17,0.00
17/03/2025,Monday,Tasting place,0.00,0,0,2025-03-17,0.00
17/03/2025,Monday,Distribution b2b,529.44,7,75.63,2025-03-17,529.44
17/03/2025,Monday,Activities,0.00,0,0,2025-03-17,0.00
17/03/2025,Monday,Juntos Products,49.40,0,0,2025-03-17,49.40
17/04/2025,Thursday,Juntos house,"6,765.00",90,75.17,2025-04-17,6765.00
17/04/2025,Thursday,Juntos boutique,520.50,5,104.1,2025-04-17,520.50
17/04/2025,Thursday,Picadeli,"3,820.00",157,24.33,2025-04-17,3820.00
17/04/2025,Thursday,Juntos farm shop,954.53,32,29.83,2025-04-17,954.53
17/04/2025,Thursday,Tasting place,"2,257.00",61,37,2025-04-17,2257.00
17/04/2025,Thursday,Distribution b2b,"1,609.97",8,201.25,2025-04-17,1609.97
17/04/2025,Thursday,Activities,0.00,0,0,2025-04-17,0.00
17/04/2025,Thursday,Juntos Products,65.00,0,0,2025-04-17,65.00
17/05/2025,Saturday,Juntos house,"7,414.60",95,78.05,2025-05-17,7414.60
17/05/2025,Saturday,Juntos boutique,736.22,5,147.24,2025-05-17,736.22
17/05/2025,Saturday,Picadeli,"2,091.40",79,26.47,2025-05-17,2091.40
17/05/2025,Saturday,Juntos farm shop,985.01,39,25.26,2025-05-17,985.01
17/05/2025,Saturday,Tasting place,"2,055.40",67,30.68,2025-05-17,2055.40
17/05/2025,Saturday,Distribution b2b,0.00,0,0,2025-05-17,0.00
17/05/2025,Saturday,Activities,0.00,0,0,2025-05-17,0.00
17/05/2025,Saturday,Juntos Products,31.00,0,0,2025-05-17,31.00
17/06/2025,Tuesday,Juntos house,"4,769.70",61,78.19,2025-06-17,4769.70
17/06/2025,Tuesday,Juntos boutique,718.00,9,79.78,2025-06-17,718.00
17/06/2025,Tuesday,Picadeli,"3,646.33",197,18.51,2025-06-17,3646.33
17/06/2025,Tuesday,Juntos farm shop,"1,163.83",54,21.55,2025-06-17,1163.83
17/06/2025,Tuesday,Tasting place,582.10,40,14.55,2025-06-17,582.10
17/06/2025,Tuesday,Distribution b2b,"1,515.63",13,116.59,2025-06-17,1515.63
17/06/2025,Tuesday,Activities,0.00,0,0,2025-06-17,0.00
17/06/2025,Tuesday,Juntos Products,140.90,0,0,2025-06-17,140.90
17/07/2025,Thursday,Juntos house,"9,050.70",111,81.54,2025-07-17,9050.70
17/07/2025,Thursday,Juntos boutique,"1,473.00",16,92.06,2025-07-17,1473.00
17/07/2025,Thursday,Picadeli,"3,619.78",159,22.77,2025-07-17,3619.78
17/07/2025,Thursday,Juntos farm shop,"1,251.23",58,21.57,2025-07-17,1251.23
17/07/2025,Thursday,Tasting place,"1,695.00",57,29.74,2025-07-17,1695.00
17/07/2025,Thursday,Distribution b2b,"2,094.02",16,130.88,2025-07-17,2094.02
17/07/2025,Thursday,Activities,0.00,0,0,2025-07-17,0.00
17/07/2025,Thursday,Juntos Products,54.00,0,0,2025-07-17,54.00
17/08/2025,Sunday,Juntos house,"10,921.35",121,90.26,2025-08-17,10921.35
17/08/2025,Sunday,Juntos boutique,"1,035.50",16,64.72,2025-08-17,1035.50
17/08/2025,Sunday,Picadeli,0.00,0,0,2025-08-17,0.00
17/08/2025,Sunday,Juntos farm shop,0.00,0,0,2025-08-17,0.00
17/08/2025,Sunday,Tasting place,0.00,0,0,2025-08-17,0.00
17/08/2025,Sunday,Distribution b2b,0.00,0,0,2025-08-17,0.00
17/08/2025,Sunday,Activities,0.00,0,0,2025-08-17,0.00
17/08/2025,Sunday,Juntos Products,0.00,0,0,2025-08-17,0.00
17/09/2025,Wednesday,Juntos house,"5,677.60",88,64.52,2025-09-17,5677.60
17/09/2025,Wednesday,Juntos boutique,"1,029.50",14,73.54,2025-09-17,1029.50
17/09/2025,Wednesday,Picadeli,"3,478.90",195,17.84,2025-09-17,3478.90
17/09/2025,Wednesday,Juntos farm shop,985.26,46,21.42,2025-09-17,985.26
17/09/2025,Wednesday,Tasting place,"1,756.00",34,51.65,2025-09-17,1756.00
17/09/2025,Wednesday,Distribution b2b,"1,761.49",12,146.79,2025-09-17,1761.49
17/09/2025,Wednesday,Activities,0.00,0,0,2025-09-17,0.00
17/09/2025,Wednesday,Juntos Products,19.70,0,0,2025-09-17,19.70
17/10/2025,Friday,Juntos house,"6,165.50",72,85.63,2025-10-17,6165.50
17/10/2025,Friday,Juntos boutique,177.00,2,88.5,2025-10-17,177.00
17/10/2025,Friday,Picadeli,"3,667.00",196,18.71,2025-10-17,3667.00
17/10/2025,Friday,Juntos farm shop,850.58,36,23.63,2025-10-17,850.58
17/10/2025,Friday,Tasting place,"1,268.00",40,31.7,2025-10-17,1268.00
17/10/2025,Friday,Distribution b2b,"1,769.91",13,136.15,2025-10-17,1769.91
17/10/2025,Friday,Activities,0.00,0,0,2025-10-17,0.00
17/10/2025,Friday,Juntos Products,0.00,0,0,2025-10-17,0.00
17/11/2025,Monday,Juntos house,0.00,0,0,2025-11-17,0.00
17/11/2025,Monday,Juntos boutique,0.00,0,0,2025-11-17,0.00
17/11/2025,Monday,Picadeli,"3,509.98",208,16.87,2025-11-17,3509.98
17/11/2025,Monday,Juntos farm shop,774.45,26,29.79,2025-11-17,774.45
17/11/2025,Monday,Tasting place,0.00,0,0,2025-11-17,0.00
17/11/2025,Monday,Distribution b2b,468.00,6,78,2025-11-17,468.00
17/11/2025,Monday,Activities,0.00,0,0,2025-11-17,0.00
17/11/2025,Monday,Juntos Products,91.60,0,0,2025-11-17,91.60
17/12/2025,Wednesday,Juntos house,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Juntos boutique,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Picadeli,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Juntos farm shop,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Tasting place,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Distribution b2b,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Activities,0.00,0,0,2025-12-17,0.00
17/12/2025,Wednesday,Juntos Products,0.00,0,0,2025-12-17,0.00
18/01/2025,Saturday,Juntos house,"3,241.35",48,67.53,2025-01-18,3241.35
18/01/2025,Saturday,Juntos boutique,156.94,5,31.39,2025-01-18,156.94
18/01/2025,Saturday,Picadeli,"1,847.93",106,17.43,2025-01-18,1847.93
18/01/2025,Saturday,Juntos farm shop,"1,207.36",51,23.67,2025-01-18,1207.36
18/01/2025,Saturday,Tasting place,"3,298.77",74,44.58,2025-01-18,3298.77
18/01/2025,Saturday,Distribution b2b,0.00,0,0,2025-01-18,0.00
18/01/2025,Saturday,Activities,22.00,0,0,2025-01-18,22.00
18/01/2025,Saturday,Juntos Products,24.00,0,0,2025-01-18,24.00
18/02/2025,Tuesday,Juntos house,0.00,0,0,2025-02-18,0.00
18/02/2025,Tuesday,Juntos boutique,0.00,0,0,2025-02-18,0.00
18/02/2025,Tuesday,Picadeli,"3,463.00",200,17.32,2025-02-18,3463.00
18/02/2025,Tuesday,Juntos farm shop,329.10,17,19.36,2025-02-18,329.10
18/02/2025,Tuesday,Tasting place,553.20,23,24.05,2025-02-18,553.20
18/02/2025,Tuesday,Distribution b2b,713.54,7,101.93,2025-02-18,713.54
18/02/2025,Tuesday,Activities,0.00,0,0,2025-02-18,0.00
18/02/2025,Tuesday,Juntos Products,0.00,0,0,2025-02-18,0.00
18/03/2025,Tuesday,Juntos house,0.00,0,0,2025-03-18,0.00
18/03/2025,Tuesday,Juntos boutique,0.00,0,0,2025-03-18,0.00
18/03/2025,Tuesday,Picadeli,"2,721.00",190,14.32,2025-03-18,2721.00
18/03/2025,Tuesday,Juntos farm shop,323.57,17,19.03,2025-03-18,323.57
18/03/2025,Tuesday,Tasting place,348.60,25,13.94,2025-03-18,348.60
18/03/2025,Tuesday,Distribution b2b,476.24,8,59.53,2025-03-18,476.24
18/03/2025,Tuesday,Activities,0.00,0,0,2025-03-18,0.00
18/03/2025,Tuesday,Juntos Products,200.72,0,0,2025-03-18,200.72
18/04/2025,Friday,Juntos house,"8,736.00",117,74.67,2025-04-18,8736.00
18/04/2025,Friday,Juntos boutique,"2,079.50",17,122.32,2025-04-18,2079.50
18/04/2025,Friday,Picadeli,"2,397.00",133,18.02,2025-04-18,2397.00
18/04/2025,Friday,Juntos farm shop,677.82,41,16.53,2025-04-18,677.82
18/04/2025,Friday,Tasting place,"1,719.00",62,27.73,2025-04-18,1719.00
18/04/2025,Friday,Distribution b2b,610.23,9,67.8,2025-04-18,610.23
18/04/2025,Friday,Activities,215.00,0,0,2025-04-18,215.00
18/04/2025,Friday,Juntos Products,130.00,0,0,2025-04-18,130.00
18/05/2025,Sunday,Juntos house,"6,385.05",92,69.4,2025-05-18,6385.05
18/05/2025,Sunday,Juntos boutique,"1,811.79",20,90.59,2025-05-18,1811.79
18/05/2025,Sunday,Picadeli,0.00,0,0,2025-05-18,0.00
18/05/2025,Sunday,Juntos farm shop,0.00,0,0,2025-05-18,0.00
18/05/2025,Sunday,Tasting place,0.00,0,0,2025-05-18,0.00
18/05/2025,Sunday,Distribution b2b,0.00,0,0,2025-05-18,0.00
18/05/2025,Sunday,Activities,0.00,0,0,2025-05-18,0.00
18/05/2025,Sunday,Juntos Products,0.00,0,0,2025-05-18,0.00
18/06/2025,Wednesday,Juntos house,"7,940.80",103,77.1,2025-06-18,7940.80
18/06/2025,Wednesday,Juntos boutique,"1,779.50",16,111.22,2025-06-18,1779.50
18/06/2025,Wednesday,Picadeli,"4,040.40",202,20,2025-06-18,4040.40
18/06/2025,Wednesday,Juntos farm shop,688.16,26,26.47,2025-06-18,688.16
18/06/2025,Wednesday,Tasting place,333.00,25,13.32,2025-06-18,333.00
18/06/2025,Wednesday,Distribution b2b,"1,786.03",15,119.07,2025-06-18,1786.03
18/06/2025,Wednesday,Activities,0.00,0,0,2025-06-18,0.00
18/06/2025,Wednesday,Juntos Products,0.00,0,0,2025-06-18,0.00
18/07/2025,Friday,Juntos house,"10,049.10",109,92.19,2025-07-18,10049.10
18/07/2025,Friday,Juntos boutique,"2,715.40",11,246.85,2025-07-18,2715.40
18/07/2025,Friday,Picadeli,"3,668.48",168,21.84,2025-07-18,3668.48
18/07/2025,Friday,Juntos farm shop,889.56,31,28.7,2025-07-18,889.56
18/07/2025,Friday,Tasting place,"1,175.60",68,17.29,2025-07-18,1175.60
18/07/2025,Friday,Distribution b2b,"2,336.40",15,155.76,2025-07-18,2336.40
18/07/2025,Friday,Activities,0.00,0,0,2025-07-18,0.00
18/07/2025,Friday,Juntos Products,0.00,0,0,2025-07-18,0.00
18/08/2025,Monday,Juntos house,"8,822.30",105,84.02,2025-08-18,8822.30
18/08/2025,Monday,Juntos boutique,"1,298.50",13,99.88,2025-08-18,1298.50
18/08/2025,Monday,Picadeli,"3,145.17",148,21.25,2025-08-18,3145.17
18/08/2025,Monday,Juntos farm shop,0.00,0,0,2025-08-18,0.00
18/08/2025,Monday,Tasting place,0.00,0,0,2025-08-18,0.00
18/08/2025,Monday,Distribution b2b,"1,667.11",12,138.93,2025-08-18,1667.11
18/08/2025,Monday,Activities,0.00,0,0,2025-08-18,0.00
18/08/2025,Monday,Juntos Products,0.00,0,0,2025-08-18,0.00
18/09/2025,Thursday,Juntos house,"8,589.20",97,88.55,2025-09-18,8589.20
18/09/2025,Thursday,Juntos boutique,703.50,18,39.08,2025-09-18,703.50
18/09/2025,Thursday,Picadeli,"4,237.06",211,20.08,2025-09-18,4237.06
18/09/2025,Thursday,Juntos farm shop,920.41,46,20.01,2025-09-18,920.41
18/09/2025,Thursday,Tasting place,"1,091.00",25,43.64,2025-09-18,1091.00
18/09/2025,Thursday,Distribution b2b,947.08,12,78.92,2025-09-18,947.08
18/09/2025,Thursday,Activities,0.00,0,0,2025-09-18,0.00
18/09/2025,Thursday,Juntos Products,328.21,0,0,2025-09-18,328.21
18/10/2025,Saturday,Juntos house,"16,764.00",58,289.03,2025-10-18,16764.00
18/10/2025,Saturday,Juntos boutique,0.00,0,0,2025-10-18,0.00
18/10/2025,Saturday,Picadeli,"2,164.00",101,21.43,2025-10-18,2164.00
18/10/2025,Saturday,Juntos farm shop,791.09,37,21.38,2025-10-18,791.09
18/10/2025,Saturday,Tasting place,"5,744.00",222,25.87,2025-10-18,5744.00
18/10/2025,Saturday,Distribution b2b,0.00,0,0,2025-10-18,0.00
18/10/2025,Saturday,Activities,0.00,0,0,2025-10-18,0.00
18/10/2025,Saturday,Juntos Products,0.00,0,0,2025-10-18,0.00
18/11/2025,Tuesday,Juntos house,0.00,0,0,2025-11-18,0.00
18/11/2025,Tuesday,Juntos boutique,0.00,0,0,2025-11-18,0.00
18/11/2025,Tuesday,Picadeli,"3,601.00",189,19.05,2025-11-18,3601.00
18/11/2025,Tuesday,Juntos farm shop,315.00,23,13.7,2025-11-18,315.00
18/11/2025,Tuesday,Tasting place,"1,667.00",27,61.74,2025-11-18,1667.00
18/11/2025,Tuesday,Distribution b2b,"1,586.00",10,158.6,2025-11-18,1586.00
18/11/2025,Tuesday,Activities,0.00,0,0,2025-11-18,0.00
18/11/2025,Tuesday,Juntos Products,146.78,0,0,2025-11-18,146.78
18/12/2025,Thursday,Juntos house,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Juntos boutique,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Picadeli,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Juntos farm shop,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Tasting place,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Distribution b2b,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Activities,0.00,0,0,2025-12-18,0.00
18/12/2025,Thursday,Juntos Products,0.00,0,0,2025-12-18,0.00
19/01/2025,Sunday,Juntos house,"2,541.00",34,74.74,2025-01-19,2541.00
19/01/2025,Sunday,Juntos boutique,495.29,7,70.76,2025-01-19,495.29
19/01/2025,Sunday,Picadeli,0.00,0,0,2025-01-19,0.00
19/01/2025,Sunday,Juntos farm shop,0.00,0,0,2025-01-19,0.00
19/01/2025,Sunday,Tasting place,0.00,0,0,2025-01-19,0.00
19/01/2025,Sunday,Distribution b2b,0.00,0,0,2025-01-19,0.00
19/01/2025,Sunday,Activities,0.00,0,0,2025-01-19,0.00
19/01/2025,Sunday,Juntos Products,0.00,0,0,2025-01-19,0.00
19/02/2025,Wednesday,Juntos house,"5,816.00",59,98.58,2025-02-19,5816.00
19/02/2025,Wednesday,Juntos boutique,65.00,1,65,2025-02-19,65.00
19/02/2025,Wednesday,Picadeli,"3,279.00",179,18.32,2025-02-19,3279.00
19/02/2025,Wednesday,Juntos farm shop,205.45,11,18.68,2025-02-19,205.45
19/02/2025,Wednesday,Tasting place,402.20,26,15.47,2025-02-19,402.20
19/02/2025,Wednesday,Distribution b2b,738.48,7,105.5,2025-02-19,738.48
19/02/2025,Wednesday,Activities,0.00,0,0,2025-02-19,0.00
19/02/2025,Wednesday,Juntos Products,341.40,0,0,2025-02-19,341.40
19/03/2025,Wednesday,Juntos house,"3,933.00",55,71.51,2025-03-19,3933.00
19/03/2025,Wednesday,Juntos boutique,99.00,1,99,2025-03-19,99.00
19/03/2025,Wednesday,Picadeli,"3,760.00",197,19.09,2025-03-19,3760.00
19/03/2025,Wednesday,Juntos farm shop,370.96,17,21.82,2025-03-19,370.96
19/03/2025,Wednesday,Tasting place,838.40,19,44.13,2025-03-19,838.40
19/03/2025,Wednesday,Distribution b2b,655.53,10,65.55,2025-03-19,655.53
19/03/2025,Wednesday,Activities,0.00,0,0,2025-03-19,0.00
19/03/2025,Wednesday,Juntos Products,292.32,0,0,2025-03-19,292.32
19/04/2025,Saturday,Juntos house,"7,996.00",105,76.15,2025-04-19,7996.00
19/04/2025,Saturday,Juntos boutique,415.00,4,103.75,2025-04-19,415.00
19/04/2025,Saturday,Picadeli,"2,119.00",108,19.62,2025-04-19,2119.00
19/04/2025,Saturday,Juntos farm shop,"1,473.54",84,17.54,2025-04-19,1473.54
19/04/2025,Saturday,Tasting place,"6,316.60",134,47.14,2025-04-19,6316.60
19/04/2025,Saturday,Distribution b2b,0.00,0,0,2025-04-19,0.00
19/04/2025,Saturday,Activities,0.00,0,0,2025-04-19,0.00
19/04/2025,Saturday,Juntos Products,205.00,0,0,2025-04-19,205.00
19/05/2025,Monday,Juntos house,"2,882.20",41,70.3,2025-05-19,2882.20
19/05/2025,Monday,Juntos boutique,209.50,3,69.83,2025-05-19,209.50
19/05/2025,Monday,Picadeli,"3,639.97",216,16.85,2025-05-19,3639.97
19/05/2025,Monday,Juntos farm shop,0.00,0,0,2025-05-19,0.00
19/05/2025,Monday,Tasting place,0.00,0,0,2025-05-19,0.00
19/05/2025,Monday,Distribution b2b,"1,303.46",11,118.5,2025-05-19,1303.46
19/05/2025,Monday,Activities,0.00,0,0,2025-05-19,0.00
19/05/2025,Monday,Juntos Products,0.00,0,0,2025-05-19,0.00
19/06/2025,Thursday,Juntos house,"7,028.40",83,84.68,2025-06-19,7028.40
19/06/2025,Thursday,Juntos boutique,"1,418.50",12,118.21,2025-06-19,1418.50
19/06/2025,Thursday,Picadeli,"4,036.88",185,21.82,2025-06-19,4036.88
19/06/2025,Thursday,Juntos farm shop,818.05,35,23.37,2025-06-19,818.05
19/06/2025,Thursday,Tasting place,397.60,41,9.7,2025-06-19,397.60
19/06/2025,Thursday,Distribution b2b,"2,377.36",17,139.84,2025-06-19,2377.36
19/06/2025,Thursday,Activities,0.00,0,0,2025-06-19,0.00
19/06/2025,Thursday,Juntos Products,171.25,0,0,2025-06-19,171.25
19/07/2025,Saturday,Juntos house,"9,886.50",112,88.27,2025-07-19,9886.50
19/07/2025,Saturday,Juntos boutique,768.00,9,85.33,2025-07-19,768.00
19/07/2025,Saturday,Picadeli,"2,420.35",111,21.8,2025-07-19,2420.35
19/07/2025,Saturday,Juntos farm shop,"1,680.14",53,31.7,2025-07-19,1680.14
19/07/2025,Saturday,Tasting place,"2,201.00",118,18.65,2025-07-19,2201.00
19/07/2025,Saturday,Distribution b2b,"2,097.30",7,299.61,2025-07-19,2097.30
19/07/2025,Saturday,Activities,0.00,0,0,2025-07-19,0.00
19/07/2025,Saturday,Juntos Products,0.00,0,0,2025-07-19,0.00
19/08/2025,Tuesday,Juntos house,"10,238.80",114,89.81,2025-08-19,10238.80
19/08/2025,Tuesday,Juntos boutique,"1,145.40",8,143.18,2025-08-19,1145.40
19/08/2025,Tuesday,Picadeli,"3,146.58",155,20.3,2025-08-19,3146.58
19/08/2025,Tuesday,Juntos farm shop,"1,774.60",72,24.65,2025-08-19,1774.60
19/08/2025,Tuesday,Tasting place,"3,748.00",152,24.66,2025-08-19,3748.00
19/08/2025,Tuesday,Distribution b2b,"2,014.60",15,134.31,2025-08-19,2014.60
19/08/2025,Tuesday,Activities,0.00,0,0,2025-08-19,0.00
19/08/2025,Tuesday,Juntos Products,349.08,0,0,2025-08-19,349.08
19/09/2025,Friday,Juntos house,"7,848.00",84,93.43,2025-09-19,7848.00
19/09/2025,Friday,Juntos boutique,355.90,6,59.32,2025-09-19,355.90
19/09/2025,Friday,Picadeli,"4,217.19",205,20.57,2025-09-19,4217.19
19/09/2025,Friday,Juntos farm shop,"1,295.93",50,25.92,2025-09-19,1295.93
19/09/2025,Friday,Tasting place,"2,340.00",52,45,2025-09-19,2340.00
19/09/2025,Friday,Distribution b2b,"3,188.00",15,212.53,2025-09-19,3188.00
19/09/2025,Friday,Activities,0.00,0,0,2025-09-19,0.00
19/09/2025,Friday,Juntos Products,0.00,0,0,2025-09-19,0.00
19/10/2025,Sunday,Juntos house,"8,783.00",120,73.19,2025-10-19,8783.00
19/10/2025,Sunday,Juntos boutique,593.50,12,49.46,2025-10-19,593.50
19/10/2025,Sunday,Picadeli,0.00,0,0,2025-10-19,0.00
19/10/2025,Sunday,Juntos farm shop,0.00,0,0,2025-10-19,0.00
19/10/2025,Sunday,Tasting place,0.00,0,0,2025-10-19,0.00
19/10/2025,Sunday,Distribution b2b,0.00,0,0,2025-10-19,0.00
19/10/2025,Sunday,Activities,0.00,0,0,2025-10-19,0.00
19/10/2025,Sunday,Juntos Products,0.00,0,0,2025-10-19,0.00
19/11/2025,Wednesday,Juntos house,870.00,19,45.79,2025-11-19,870.00
19/11/2025,Wednesday,Juntos boutique,510.00,4,127.5,2025-11-19,510.00
19/11/2025,Wednesday,Picadeli,"3,211.54",178,18.04,2025-11-19,3211.54
19/11/2025,Wednesday,Juntos farm shop,650.00,32,20.31,2025-11-19,650.00
19/11/2025,Wednesday,Tasting place,432.00,19,22.74,2025-11-19,432.00
19/11/2025,Wednesday,Distribution b2b,"6,819.50",12,568.29,2025-11-19,6819.50
19/11/2025,Wednesday,Activities,0.00,0,0,2025-11-19,0.00
19/11/2025,Wednesday,Juntos Products,"1,084.00",0,0,2025-11-19,1084.00
19/12/2025,Friday,Juntos house,0.00,0,0,2025-12-19,0.00
19/12/2025,Friday,Juntos boutique,0.00,0,0,2025-12-19,0.00
19/12/2025,Friday,Picadeli,0.00,0,0,2025-12-19,0.00
19/12/2025,Friday,Juntos farm shop,0.00,0,0,2025-12-19,0.00
19/12/2025,Friday,Tasting place,0.00,0,0,2025-12-19,0.00
