DATE,DAY OF THE WEEK,BUISNESS UNIT,REVENUE,VOLUME,SPEND PER PERSON
24/07/2025,Thursday,Tasting place,870.00,12,72.50
24/07/2025,Thursday,Distribution b2b,"2,438.72",18,135.48
24/07/2025,Thursday,Activities,0.00,0,0.00
24/07/2025,Thursday,Juntos Products,0.00,0,0.00
25/07/2025,Friday,Juntos house,"10,164.00",110,92.40
25/07/2025,Friday,Juntos boutique,"1,887.50",16,117.97
25/07/2025,Friday,Picadeli,"4,119.85",176,23.41
25/07/2025,Friday,Juntos farm shop,"1,723.07",61,28.25
25/07/2025,Friday,Tasting place,"2,606.50",103,25.31
25/07/2025,Friday,Distribution b2b,"2,311.89",14,165.14
25/07/2025,Friday,Activities,0.00,0,0.00
25/07/2025,Friday,Juntos Products,35.00,0,0.00
26/07/2025,Saturday,Juntos house,"9,051.90",116,78.03
26/07/2025,Saturday,Juntos boutique,"1,230.15",15,82.01
26/07/2025,Saturday,Picadeli,"3,017.86",106,28.47
26/07/2025,Saturday,Juntos farm shop,"1,565.99",51,30.71
26/07/2025,Saturday,Tasting place,"2,625.00",118,22.25
26/07/2025,Saturday,Distribution b2b,"2,234.24",13,171.86
26/07/2025,Saturday,Activities,0.00,0,0.00
26/07/2025,Saturday,Juntos Products,136.56,0,0.00
27/07/2025,Sunday,Juntos house,"9,122.30",104,87.71
27/07/2025,Sunday,Juntos boutique,"1,785.41",21,85.02
27/07/2025,Sunday,Picadeli,0.00,0,0.00
27/07/2025,Sunday,Juntos farm shop,0.00,0,0.00
27/07/2025,Sunday,Tasting place,0.00,0,0.00
27/07/2025,Sunday,Distribution b2b,0.00,0,0.00
27/07/2025,Sunday,Activities,0.00,0,0.00
27/07/2025,Sunday,Juntos Products,0.00,0,0.00
28/07/2025,Monday,Juntos house,"10,581.90",122,86.74
28/07/2025,Monday,Juntos boutique,"1,884.50",17,110.85
28/07/2025,Monday,Picadeli,"3,955.38",167,23.68
28/07/2025,Monday,Juntos farm shop,0.00,0,0.00
28/07/2025,Monday,Tasting place,0.00,0,0.00
28/07/2025,Monday,Distribution b2b,"2,185.87",15,145.72
28/07/2025,Monday,Activities,0.00,0,0.00
28/07/2025,Monday,Juntos Products,35.00,0,0.00
29/07/2025,Tuesday,Juntos house,"8,399.30",99,84.84
29/07/2025,Tuesday,Juntos boutique,"3,608.80",16,225.55
29/07/2025,Tuesday,Picadeli,"3,870.46",179,21.62
29/07/2025,Tuesday,Juntos farm shop,"1,744.15",81,21.53
29/07/2025,Tuesday,Tasting place,"2,099.00",101,20.78
29/07/2025,Tuesday,Distribution b2b,"2,800.05",14,200.00
29/07/2025,Tuesday,Activities,0.00,0,0.00
29/07/2025,Tuesday,Juntos Products,0.00,0,0.00
30/07/2025,Wednesday,Juntos house,"9,200.30",119,77.31
30/07/2025,Wednesday,Juntos boutique,545.50,7,77.93
30/07/2025,Wednesday,Picadeli,"3,073.81",176,17.46
30/07/2025,Wednesday,Juntos farm shop,"1,080.74",47,22.99
30/07/2025,Wednesday,Tasting place,"1,472.50",80,18.41
30/07/2025,Wednesday,Distribution b2b,"1,404.29",10,140.43
30/07/2025,Wednesday,Activities,0.00,0,0.00
30/07/2025,Wednesday,Juntos Products,0.00,0,0.00
31/07/2025,Thursday,Juntos house,"8,301.10",111,74.78
31/07/2025,Thursday,Juntos boutique,"1,040.00",11,94.55
31/07/2025,Thursday,Picadeli,"3,710.24",179,20.73
31/07/2025,Thursday,Juntos farm shop,"2,129.12",78,27.30
31/07/2025,Thursday,Tasting place,"2,892.00",121,23.90
31/07/2025,Thursday,Distribution b2b,"2,220.68",15,148.05
31/07/2025,Thursday,Activities,0.00,0,0.00
31/07/2025,Thursday,Juntos Products,80.17,0,0.00
01/08/2025,Friday,Juntos house,"10,304.20",106,97.21
01/08/2025,Friday,Juntos boutique,270.80,6,45.13
01/08/2025,Friday,Picadeli,"4,169.36",154,27.07
01/08/2025,Friday,Juntos farm shop,"1,198.94",38,31.55
01/08/2025,Friday,Tasting place,"2,909.80",114,25.52
01/08/2025,Friday,Distribution b2b,"1,914.06",14,136.72
01/08/2025,Friday,Activities,0.00,0,0.00
01/08/2025,Friday,Juntos Products,35.00,0,0.00
02/08/2025,Saturday,Juntos house,"10,877.72",112,97.12
02/08/2025,Saturday,Juntos boutique,"2,221.00",24,92.54
02/08/2025,Saturday,Picadeli,"2,799.33",105,26.66
02/08/2025,Saturday,Juntos farm shop,"1,355.61",55,24.65
02/08/2025,Saturday,Tasting place,"3,524.60",150,23.50
02/08/2025,Saturday,Distribution b2b,"2,264.67",14,161.76
02/08/2025,Saturday,Activities,0.00,0,0.00
02/08/2025,Saturday,Juntos Products,0.00,0,0.00
03/08/2025,Sunday,Juntos house,"11,143.90",130,85.72
03/08/2025,Sunday,Juntos boutique,610.50,14,43.61
03/08/2025,Sunday,Picadeli,0.00,0,0.00
03/08/2025,Sunday,Juntos farm shop,0.00,0,0.00
03/08/2025,Sunday,Tasting place,0.00,0,0.00
03/08/2025,Sunday,Distribution b2b,0.00,0,0.00
03/08/2025,Sunday,Activities,0.00,0,0.00
03/08/2025,Sunday,Juntos Products,0.00,0,0.00
04/08/2025,Monday,Juntos house,"8,679.70",97,89.48
04/08/2025,Monday,Juntos boutique,922.99,6,153.83
04/08/2025,Monday,Picadeli,"3,673.66",162,22.68
04/08/2025,Monday,Juntos farm shop,0.00,0,0.00
04/08/2025,Monday,Tasting place,0.00,0,0.00
04/08/2025,Monday,Distribution b2b,"2,903.26",11,263.93
04/08/2025,Monday,Activities,0.00,0,0.00
04/08/2025,Monday,Juntos Products,0.00,0,0.00
05/08/2025,Tuesday,Juntos house,"10,937.90",132,82.86
05/08/2025,Tuesday,Juntos boutique,"2,212.00",13,170.15
05/08/2025,Tuesday,Picadeli,"2,675.61",117,22.87
05/08/2025,Tuesday,Juntos farm shop,"1,070.09",41,26.10
05/08/2025,Tuesday,Tasting place,"3,168.00",148,21.41
05/08/2025,Tuesday,Distribution b2b,0.00,0,0.00
05/08/2025,Tuesday,Activities,0.00,0,0.00
05/08/2025,Tuesday,Juntos Products,0.00,0,0.00
06/08/2025,Wednesday,Juntos house,"12,018.10",108,111.28
06/08/2025,Wednesday,Juntos boutique,"2,478.30",14,177.02
06/08/2025,Wednesday,Picadeli,"3,102.90",166,18.69
06/08/2025,Wednesday,Juntos farm shop,"1,985.80",67,29.64
06/08/2025,Wednesday,Tasting place,"2,950.60",113,26.11
06/08/2025,Wednesday,Distribution b2b,"2,453.14",13,188.70
06/08/2025,Wednesday,Activities,0.00,0,0.00
06/08/2025,Wednesday,Juntos Products,241.79,0,0.00
07/08/2025,Thursday,Juntos house,"11,171.62",127,87.97
07/08/2025,Thursday,Juntos boutique,0.00,10,0.00
07/08/2025,Thursday,Picadeli,"2,757.12",153,18.02
07/08/2025,Thursday,Juntos farm shop,"1,134.28",46,24.66
07/08/2025,Thursday,Tasting place,"4,298.00",120,35.82
07/08/2025,Thursday,Distribution b2b,"2,965.68",20,148.28
07/08/2025,Thursday,Activities,0.00,0,0.00
07/08/2025,Thursday,Juntos Products,0.00,0,0.00
08/08/2025,Friday,Juntos house,"11,847.20",134,88.41
08/08/2025,Friday,Juntos boutique,"1,902.00",18,105.67
08/08/2025,Friday,Picadeli,"3,094.32",150,20.63
08/08/2025,Friday,Juntos farm shop,"1,109.06",38,29.19
08/08/2025,Friday,Tasting place,"2,842.00",79,35.97
08/08/2025,Friday,Distribution b2b,"1,830.76",16,114.42
08/08/2025,Friday,Activities,0.00,0,0.00
08/08/2025,Friday,Juntos Products,0.00,0,0.00
09/08/2025,Saturday,Juntos house,"24,015.00",65,369.46
09/08/2025,Saturday,Juntos boutique,0.00,0,0.00
09/08/2025,Saturday,Picadeli,"2,152.17",84,25.62
09/08/2025,Saturday,Juntos farm shop,"1,247.08",56,22.27
09/08/2025,Saturday,Tasting place,"2,632.00",110,23.93
09/08/2025,Saturday,Distribution b2b,"1,543.76",11,140.34
09/08/2025,Saturday,Activities,0.00,0,0.00
09/08/2025,Saturday,Juntos Products,0.00,0,0.00
10/08/2025,Sunday,Juntos house,"8,047.25",86,93.57
10/08/2025,Sunday,Juntos boutique,940.50,11,85.50
10/08/2025,Sunday,Picadeli,0.00,0,0.00
10/08/2025,Sunday,Juntos farm shop,0.00,0,0.00
10/08/2025,Sunday,Tasting place,0.00,0,0.00
10/08/2025,Sunday,Distribution b2b,0.00,0,0.00
10/08/2025,Sunday,Activities,0.00,0,0.00
10/08/2025,Sunday,Juntos Products,0.00,0,0.00
11/08/2025,Monday,Juntos house,"11,686.60",133,87.87
11/08/2025,Monday,Juntos boutique,517.00,11,47.00
11/08/2025,Monday,Picadeli,"3,381.36",155,21.82
11/08/2025,Monday,Juntos farm shop,0.00,0,0.00
11/08/2025,Monday,Tasting place,0.00,0,0.00
11/08/2025,Monday,Distribution b2b,"2,822.58",15,188.17
11/08/2025,Monday,Activities,0.00,0,0.00
11/08/2025,Monday,Juntos Products,0.00,0,0.00
12/08/2025,Tuesday,Juntos house,"8,634.65",105,82.23
12/08/2025,Tuesday,Juntos boutique,423.50,7,60.50
12/08/2025,Tuesday,Picadeli,"2,733.53",142,19.25
12/08/2025,Tuesday,Juntos farm shop,"1,825.68",60,30.43
12/08/2025,Tuesday,Tasting place,"2,096.00",112,18.71
12/08/2025,Tuesday,Distribution b2b,"3,257.59",14,232.69
12/08/2025,Tuesday,Activities,0.00,0,0.00
12/08/2025,Tuesday,Juntos Products,73.38,0,0.00
13/08/2025,Wednesday,Juntos house,"11,030.40",118,93.48
13/08/2025,Wednesday,Juntos boutique,"1,042.50",14,74.46
13/08/2025,Wednesday,Picadeli,"3,087.46",149,20.72
13/08/2025,Wednesday,Juntos farm shop,913.83,41,22.29
13/08/2025,Wednesday,Tasting place,"1,375.00",43,31.98
13/08/2025,Wednesday,Distribution b2b,"1,524.92",12,127.08
13/08/2025,Wednesday,Activities,0.00,0,0.00
13/08/2025,Wednesday,Juntos Products,187.27,0,0.00
14/08/2025,Thursday,Juntos house,"10,447.80",116,90.07
14/08/2025,Thursday,Juntos boutique,818.40,8,102.30
14/08/2025,Thursday,Picadeli,"2,843.53",138,20.61
14/08/2025,Thursday,Juntos farm shop,"1,471.89",45,32.71
14/08/2025,Thursday,Tasting place,"1,596.50",36,44.35
14/08/2025,Thursday,Distribution b2b,"3,223.47",20,161.17
14/08/2025,Thursday,Activities,0.00,0,0.00
14/08/2025,Thursday,Juntos Products,103.50,0,0.00
15/08/2025,Friday,Juntos house,"10,075.00",120,83.96
15/08/2025,Friday,Juntos boutique,"1,317.80",16,82.36
15/08/2025,Friday,Picadeli,"2,202.85",105,20.98
15/08/2025,Friday,Juntos farm shop,922.57,35,26.36
15/08/2025,Friday,Tasting place,"2,245.60",92,24.41
15/08/2025,Friday,Distribution b2b,0.00,0,0.00
15/08/2025,Friday,Activities,0.00,0,0.00
15/08/2025,Friday,Juntos Products,0.00,0,0.00
16/08/2025,Saturday,Juntos house,"11,310.90",125,90.49
16/08/2025,Saturday,Juntos boutique,"1,520.00",13,116.92
16/08/2025,Saturday,Picadeli,"2,070.38",95,21.79
16/08/2025,Saturday,Juntos farm shop,"1,796.67",62,28.98
16/08/2025,Saturday,Tasting place,"3,393.00",133,25.51
16/08/2025,Saturday,Distribution b2b,"1,978.62",11,179.87
16/08/2025,Saturday,Activities,0.00,0,0.00
16/08/2025,Saturday,Juntos Products,143.00,0,0.00
17/08/2025,Sunday,Juntos house,"10,921.35",121,90.26
17/08/2025,Sunday,Juntos boutique,"1,035.50",16,64.72
17/08/2025,Sunday,Picadeli,0.00,0,0.00
17/08/2025,Sunday,Juntos farm shop,0.00,0,0.00
17/08/2025,Sunday,Tasting place,0.00,0,0.00
17/08/2025,Sunday,Distribution b2b,0.00,0,0.00
17/08/2025,Sunday,Activities,0.00,0,0.00
17/08/2025,Sunday,Juntos Products,0.00,0,0.00
18/08/2025,Monday,Juntos house,"8,822.30",105,84.02
18/08/2025,Monday,Juntos boutique,"1,298.50",13,99.88
18/08/2025,Monday,Picadeli,"3,145.17",148,21.25
18/08/2025,Monday,Juntos farm shop,0.00,0,0.00
18/08/2025,Monday,Tasting place,0.00,0,0.00
18/08/2025,Monday,Distribution b2b,"1,667.11",12,138.93
18/08/2025,Monday,Activities,0.00,0,0.00
18/08/2025,Monday,Juntos Products,0.00,0,0.00
19/08/2025,Tuesday,Juntos house,"10,238.80",114,89.81
19/08/2025,Tuesday,Juntos boutique,"1,145.40",8,143.18
19/08/2025,Tuesday,Picadeli,"3,146.58",155,20.30
19/08/2025,Tuesday,Juntos farm shop,"1,774.60",72,24.65
19/08/2025,Tuesday,Tasting place,"3,748.00",152,24.66
19/08/2025,Tuesday,Distribution b2b,"2,014.60",15,134.31
19/08/2025,Tuesday,Activities,0.00,0,0.00
19/08/2025,Tuesday,Juntos Products,349.08,0,0.00
20/08/2025,Wednesday,Juntos house,"9,013.00",91,99.04
20/08/2025,Wednesday,Juntos boutique,"1,293.00",9,143.67
20/08/2025,Wednesday,Picadeli,"2,541.00",147,17.29
20/08/2025,Wednesday,Juntos farm shop,"1,126.80",51,22.09
20/08/2025,Wednesday,Tasting place,"2,445.70",131,18.67
20/08/2025,Wednesday,Distribution b2b,"1,921.14",13,147.78
20/08/2025,Wednesday,Activities,0.00,0,0.00
20/08/2025,Wednesday,Juntos Products,0.00,0,0.00
21/08/2025,Thursday,Juntos house,"8,240.70",92,89.57
21/08/2025,Thursday,Juntos boutique,"2,420.00",18,134.44
21/08/2025,Thursday,Picadeli,"3,306.86",143,23.12
21/08/2025,Thursday,Juntos farm shop,922.30,53,17.40
21/08/2025,Thursday,Tasting place,"1,489.00",45,33.09
21/08/2025,Thursday,Distribution b2b,"1,923.12",17,113.12
21/08/2025,Thursday,Activities,0.00,0,0.00
21/08/2025,Thursday,Juntos Products,118.46,0,0.00
22/08/2025,Friday,Juntos house,"11,974.20",136,88.05
22/08/2025,Friday,Juntos boutique,"2,282.50",21,108.69
22/08/2025,Friday,Picadeli,"2,686.49",135,19.90
22/08/2025,Friday,Juntos farm shop,"1,592.00",48,33.17
22/08/2025,Friday,Tasting place,"2,019.00",90,22.43
22/08/2025,Friday,Distribution b2b,"1,275.48",11,115.95
22/08/2025,Friday,Activities,0.00,0,0.00
22/08/2025,Friday,Juntos Products,192.39,0,0.00
23/08/2025,Saturday,Juntos house,"9,270.00",101,91.78
23/08/2025,Saturday,Juntos boutique,"3,468.10",17,204.01
23/08/2025,Saturday,Picadeli,"1,449.74",77,18.83
23/08/2025,Saturday,Juntos farm shop,998.89,53,18.85
23/08/2025,Saturday,Tasting place,"3,907.70",245,15.95
23/08/2025,Saturday,Distribution b2b,"1,508.49",10,150.85
23/08/2025,Saturday,Activities,0.00,0,0.00
23/08/2025,Saturday,Juntos Products,0.00,0,0.00
24/08/2025,Sunday,Juntos house,"11,444.50",116,98.66
24/08/2025,Sunday,Juntos boutique,857.00,11,77.91
24/08/2025,Sunday,Picadeli,0.00,0,0.00
24/08/2025,Sunday,Juntos farm shop,0.00,0,0.00
24/08/2025,Sunday,Tasting place,0.00,0,0.00
24/08/2025,Sunday,Distribution b2b,0.00,0,0.00
24/08/2025,Sunday,Activities,0.00,0,0.00
24/08/2025,Sunday,Juntos Products,0.00,0,0.00
25/08/2025,Monday,Juntos house,"8,770.30",98,89.49
25/08/2025,Monday,Juntos boutique,619.50,7,88.50
25/08/2025,Monday,Picadeli,"2,674.05",142,18.83
25/08/2025,Monday,Juntos farm shop,0.00,0,0.00
25/08/2025,Monday,Tasting place,0.00,0,0.00
25/08/2025,Monday,Distribution b2b,"1,653.95",12,137.83
25/08/2025,Monday,Activities,0.00,0,0.00
25/08/2025,Monday,Juntos Products,0.00,0,0.00
26/08/2025,Tuesday,Juntos house,"8,576.80",101,84.92
26/08/2025,Tuesday,Juntos boutique,829.00,14,59.21
26/08/2025,Tuesday,Picadeli,"3,217.94",145,22.19
26/08/2025,Tuesday,Juntos farm shop,"2,591.57",74,35.02
26/08/2025,Tuesday,Tasting place,"2,098.00",85,24.68
26/08/2025,Tuesday,Distribution b2b,"1,464.24",14,104.59
26/08/2025,Tuesday,Activities,0.00,0,0.00
26/08/2025,Tuesday,Juntos Products,0.00,0,0.00
27/08/2025,Wednesday,Juntos house,"9,305.30",112,83.08
27/08/2025,Wednesday,Juntos boutique,"1,627.00",13,125.15
27/08/2025,Wednesday,Picadeli,"2,786.63",148,18.83
27/08/2025,Wednesday,Juntos farm shop,968.01,51,18.98
27/08/2025,Wednesday,Tasting place,"1,961.40",56,35.03
27/08/2025,Wednesday,Distribution b2b,"1,331.32",9,147.92
27/08/2025,Wednesday,Activities,0.00,0,0.00
27/08/2025,Wednesday,Juntos Products,69.87,0,0.00
28/08/2025,Thursday,Juntos house,"8,782.70",100,87.83
28/08/2025,Thursday,Juntos boutique,946.50,14,67.61
28/08/2025,Thursday,Picadeli,"2,805.10",136,20.63
28/08/2025,Thursday,Juntos farm shop,833.80,56,14.89
28/08/2025,Thursday,Tasting place,"1,142.00",29,39.38
28/08/2025,Thursday,Distribution b2b,"1,746.97",16,109.19
28/08/2025,Thursday,Activities,0.00,0,0.00
28/08/2025,Thursday,Juntos Products,48.18,0,0.00
29/08/2025,Friday,Juntos house,"8,432.70",104,81.08
29/08/2025,Friday,Juntos boutique,"1,068.00",15,71.20
29/08/2025,Friday,Picadeli,"3,048.26",131,23.27
29/08/2025,Friday,Juntos farm shop,940.05,42,22.38
29/08/2025,Friday,Tasting place,"1,845.00",61,30.25
29/08/2025,Friday,Distribution b2b,830.78,9,92.31
29/08/2025,Friday,Activities,0.00,0,0.00
29/08/2025,Friday,Juntos Products,17.55,0,0.00
30/08/2025,Saturday,Juntos house,"7,938.30",94,84.45
30/08/2025,Saturday,Juntos boutique,951.00,10,95.10
30/08/2025,Saturday,Picadeli,"2,451.78",96,25.54
30/08/2025,Saturday,Juntos farm shop,887.84,44,20.18
30/08/2025,Saturday,Tasting place,"1,972.50",73,27.02
30/08/2025,Saturday,Distribution b2b,"1,112.20",9,123.58
30/08/2025,Saturday,Activities,0.00,0,0.00
30/08/2025,Saturday,Juntos Products,0.00,0,0.00
31/08/2025,Sunday,Juntos house,"6,381.90",84,75.98
31/08/2025,Sunday,Juntos boutique,417.00,2,208.50
31/08/2025,Sunday,Picadeli,"1,297.87",0,0.00
31/08/2025,Sunday,Juntos farm shop,0.00,0,0.00
31/08/2025,Sunday,Tasting place,0.00,0,0.00
31/08/2025,Sunday,Distribution b2b,0.00,0,0.00
31/08/2025,Sunday,Activities,0.00,0,0.00
31/08/2025,Sunday,Juntos Products,0.00,0,0.00
01/09/2025,Monday,Juntos house,"6,650.90",87,76.45
01/09/2025,Monday,Juntos boutique,381.50,4,95.38
01/09/2025,Monday,Picadeli,"3,506.80",179,19.59
01/09/2025,Monday,Juntos farm shop,0.00,0,0.00
01/09/2025,Monday,Tasting place,0.00,0,0.00
01/09/2025,Monday,Distribution b2b,"1,766.02",13,135.85
01/09/2025,Monday,Activities,0.00,0,0.00
01/09/2025,Monday,Juntos Products,38.60,0,0.00
02/09/2025,Tuesday,Juntos house,"3,756.55",51,73.66
02/09/2025,Tuesday,Juntos boutique,177.00,3,59.00
02/09/2025,Tuesday,Picadeli,"2,910.79",154,18.90
02/09/2025,Tuesday,Juntos farm shop,"1,470.49",78,18.85
02/09/2025,Tuesday,Tasting place,"1,411.00",43,32.81
02/09/2025,Tuesday,Distribution b2b,"1,365.14",10,136.51
02/09/2025,Tuesday,Activities,0.00,0,0.00
02/09/2025,Tuesday,Juntos Products,149.61,0,0.00
03/09/2025,Wednesday,Juntos house,"6,653.00",83,80.16
03/09/2025,Wednesday,Juntos boutique,419.60,5,83.92
03/09/2025,Wednesday,Picadeli,"3,178.00",161,19.74
03/09/2025,Wednesday,Juntos farm shop,"1,243.15",44,28.25
03/09/2025,Wednesday,Tasting place,"1,215.00",45,27.00
03/09/2025,Wednesday,Distribution b2b,"1,361.18",12,113.43
03/09/2025,Wednesday,Activities,0.00,0,0.00
03/09/2025,Wednesday,Juntos Products,70.22,0,0.00
04/09/2025,Thursday,Juntos house,"5,890.00",79,74.56
04/09/2025,Thursday,Juntos boutique,496.00,9,55.11
04/09/2025,Thursday,Picadeli,"2,709.50",178,15.22
04/09/2025,Thursday,Juntos farm shop,"1,304.97",56,23.30
04/09/2025,Thursday,Tasting place,"2,054.60",101,20.34
04/09/2025,Thursday,Distribution b2b,"1,238.51",12,103.21
04/09/2025,Thursday,Activities,0.00,0,0.00
04/09/2025,Thursday,Juntos Products,0.00,0,0.00
05/09/2025,Friday,Juntos house,"7,987.80",96,83.21
05/09/2025,Friday,Juntos boutique,"1,080.00",14,77.14
05/09/2025,Friday,Picadeli,"3,140.19",163,19.26
05/09/2025,Friday,Juntos farm shop,931.71,52,17.92
05/09/2025,Friday,Tasting place,"2,254.00",57,39.54
05/09/2025,Friday,Distribution b2b,"1,540.03",12,128.34
05/09/2025,Friday,Activities,0.00,0,0.00
05/09/2025,Friday,Juntos Products,0.00,0,0.00
06/09/2025,Saturday,Juntos house,"22,961.00",63,364.46
06/09/2025,Saturday,Juntos boutique,0.00,0,0.00
06/09/2025,Saturday,Picadeli,"1,847.38",89,20.76
06/09/2025,Saturday,Juntos farm shop,"1,045.94",57,18.35
06/09/2025,Saturday,Tasting place,"1,455.00",90,16.17
06/09/2025,Saturday,Distribution b2b,0.00,0,0.00
06/09/2025,Saturday,Activities,0.00,0,0.00
06/09/2025,Saturday,Juntos Products,0.00,0,0.00
07/09/2025,Sunday,Juntos house,"8,005.30",95,84.27
07/09/2025,Sunday,Juntos boutique,967.95,12,80.66
07/09/2025,Sunday,Picadeli,0.00,0,0.00
07/09/2025,Sunday,Juntos farm shop,0.00,0,0.00
07/09/2025,Sunday,Tasting place,0.00,0,0.00
07/09/2025,Sunday,Distribution b2b,0.00,0,0.00
07/09/2025,Sunday,Activities,0.00,0,0.00
07/09/2025,Sunday,Juntos Products,0.00,0,0.00
08/09/2025,Monday,Juntos house,"5,730.80",65,88.17
08/09/2025,Monday,Juntos boutique,96.00,2,48.00
08/09/2025,Monday,Picadeli,"3,776.54",217,17.40
08/09/2025,Monday,Juntos farm shop,0.00,0,0.00
08/09/2025,Monday,Tasting place,0.00,0,0.00
08/09/2025,Monday,Distribution b2b,"1,889.82",14,134.99
08/09/2025,Monday,Activities,0.00,0,0.00
08/09/2025,Monday,Juntos Products,0.00,0,0.00
09/09/2025,Tuesday,Juntos house,"5,246.90",60,87.45
09/09/2025,Tuesday,Juntos boutique,691.40,9,76.82
09/09/2025,Tuesday,Picadeli,"3,759.08",202,18.61
09/09/2025,Tuesday,Juntos farm shop,"1,206.14",59,20.44
09/09/2025,Tuesday,Tasting place,533.00,6,88.83
09/09/2025,Tuesday,Distribution b2b,"1,048.40",12,87.37
09/09/2025,Tuesday,Activities,0.00,0,0.00
09/09/2025,Tuesday,Juntos Products,0.00,0,0.00
10/09/2025,Wednesday,Juntos house,"6,319.10",82,77.06
10/09/2025,Wednesday,Juntos boutique,"1,211.10",11,110.10
10/09/2025,Wednesday,Picadeli,"3,702.11",204,18.15
10/09/2025,Wednesday,Juntos farm shop,"1,122.36",44,25.51
10/09/2025,Wednesday,Tasting place,"1,580.00",50,31.60
10/09/2025,Wednesday,Distribution b2b,"1,307.15",9,145.24
10/09/2025,Wednesday,Activities,0.00,0,0.00
10/09/2025,Wednesday,Juntos Products,0.00,0,0.00
11/09/2025,Thursday,Juntos house,"9,741.00",103,94.57
11/09/2025,Thursday,Juntos boutique,637.50,10,63.75
11/09/2025,Thursday,Picadeli,"2,798.64",186,15.05
11/09/2025,Thursday,Juntos farm shop,"1,411.29",53,26.63
11/09/2025,Thursday,Tasting place,"1,071.00",40,26.78
11/09/2025,Thursday,Distribution b2b,"1,155.98",10,115.60
11/09/2025,Thursday,Activities,0.00,0,0.00
11/09/2025,Thursday,Juntos Products,468.20,0,0.00
12/09/2025,Friday,Juntos house,"9,415.55",105,89.67
12/09/2025,Friday,Juntos boutique,"1,130.00",10,113.00
12/09/2025,Friday,Picadeli,"3,551.18",197,18.03
12/09/2025,Friday,Juntos farm shop,623.55,34,18.34
12/09/2025,Friday,Tasting place,"1,962.00",51,38.47
12/09/2025,Friday,Distribution b2b,"2,489.99",17,146.47
12/09/2025,Friday,Activities,0.00,0,0.00
12/09/2025,Friday,Juntos Products,0.00,0,0.00
13/09/2025,Saturday,Juntos house,"7,188.25",85,84.57
13/09/2025,Saturday,Juntos boutique,956.00,8,119.50
13/09/2025,Saturday,Picadeli,"2,314.09",100,23.14
13/09/2025,Saturday,Juntos farm shop,"1,417.85",56,25.32
13/09/2025,Saturday,Tasting place,"1,841.90",68,27.09
13/09/2025,Saturday,Distribution b2b,0.00,0,0.00
13/09/2025,Saturday,Activities,0.00,0,0.00
13/09/2025,Saturday,Juntos Products,0.00,0,0.00
14/09/2025,Sunday,Juntos house,"5,204.50",60,86.74
14/09/2025,Sunday,Juntos boutique,715.00,8,89.38
14/09/2025,Sunday,Picadeli,0.00,0,0.00
14/09/2025,Sunday,Juntos farm shop,0.00,0,0.00
14/09/2025,Sunday,Tasting place,0.00,0,0.00
14/09/2025,Sunday,Distribution b2b,0.00,0,0.00
14/09/2025,Sunday,Activities,0.00,0,0.00
14/09/2025,Sunday,Juntos Products,0.00,0,0.00
15/09/2025,Monday,Juntos house,"6,273.05",79,79.41
15/09/2025,Monday,Juntos boutique,172.00,5,34.40
15/09/2025,Monday,Picadeli,"3,993.38",206,19.39
15/09/2025,Monday,Juntos farm shop,0.00,0,0.00
15/09/2025,Monday,Tasting place,0.00,0,0.00
15/09/2025,Monday,Distribution b2b,"2,345.81",18,130.32
15/09/2025,Monday,Activities,0.00,0,0.00
15/09/2025,Monday,Juntos Products,0.00,0,0.00
16/09/2025,Tuesday,Juntos house,"6,621.75",81,81.75
16/09/2025,Tuesday,Juntos boutique,540.50,8,67.56
16/09/2025,Tuesday,Picadeli,"3,719.24",205,18.14
16/09/2025,Tuesday,Juntos farm shop,966.47,47,20.56
16/09/2025,Tuesday,Tasting place,"2,620.00",46,56.96
16/09/2025,Tuesday,Distribution b2b,"1,431.79",12,119.32
16/09/2025,Tuesday,Activities,0.00,0,0.00
16/09/2025,Tuesday,Juntos Products,15.60,0,0.00
17/09/2025,Wednesday,Juntos house,"5,677.60",88,64.52
17/09/2025,Wednesday,Juntos boutique,"1,029.50",14,73.54
17/09/2025,Wednesday,Picadeli,"3,478.90",195,17.84
17/09/2025,Wednesday,Juntos farm shop,985.26,46,21.42
17/09/2025,Wednesday,Tasting place,"1,756.00",34,51.65
17/09/2025,Wednesday,Distribution b2b,"1,761.49",12,146.79
17/09/2025,Wednesday,Activities,0.00,0,0.00
17/09/2025,Wednesday,Juntos Products,19.70,0,0.00
18/09/2025,Thursday,Juntos house,"8,589.20",97,88.55
18/09/2025,Thursday,Juntos boutique,703.50,18,39.08
18/09/2025,Thursday,Picadeli,"4,237.06",211,20.08
18/09/2025,Thursday,Juntos farm shop,920.41,46,20.01
18/09/2025,Thursday,Tasting place,"1,091.00",25,43.64
18/09/2025,Thursday,Distribution b2b,947.08,12,78.92
18/09/2025,Thursday,Activities,0.00,0,0.00
18/09/2025,Thursday,Juntos Products,328.21,0,0.00
19/09/2025,Friday,Juntos house,"7,848.00",84,93.43
19/09/2025,Friday,Juntos boutique,355.90,6,59.32
19/09/2025,Friday,Picadeli,"4,217.19",205,20.57
19/09/2025,Friday,Juntos farm shop,"1,295.93",50,25.92
19/09/2025,Friday,Tasting place,"2,340.00",52,45.00
19/09/2025,Friday,Distribution b2b,"3,188.00",15,212.53
19/09/2025,Friday,Activities,0.00,0,0.00
19/09/2025,Friday,Juntos Products,0.00,0,0.00
