DATE,DAY OF THE WEEK,BUISNESS UNIT,REVENUE,VOLUME,SPEND PER PERSON
20/09/2025,Saturday,Juntos house,"9,163.00",118,77.65
20/09/2025,Saturday,Juntos boutique,576.00,13,44.31
20/09/2025,Saturday,Picadeli,"1,714.00",105,16.32
20/09/2025,Saturday,Juntos farm shop,"1,399.00",76,18.41
20/09/2025,Saturday,Tasting place,"4,543.60",239,19.01
20/09/2025,Saturday,Distribution b2b,0.00,0,0.00
20/09/2025,Saturday,Activities,0.00,0,0.00
20/09/2025,Saturday,Juntos Products,0.00,0,0.00
21/09/2025,Sunday,Juntos house,"6,164.00",75,82.19
21/09/2025,Sunday,Juntos boutique,488.50,8,61.06
21/09/2025,Sunday,Picadeli,0.00,0,0.00
21/09/2025,Sunday,Juntos farm shop,0.00,0,0.00
21/09/2025,Sunday,Tasting place,0.00,0,0.00
21/09/2025,Sunday,Distribution b2b,0.00,0,0.00
21/09/2025,Sunday,Activities,0.00,0,0.00
21/09/2025,Sunday,Juntos Products,0.00,0,0.00
22/09/2025,Monday,Juntos house,"10,006.00",82,122.02
22/09/2025,Monday,Juntos boutique,317.00,7,45.29
22/09/2025,Monday,Picadeli,"3,862.67",218,17.72
22/09/2025,Monday,Juntos farm shop,0.00,0,0.00
22/09/2025,Monday,Tasting place,0.00,0,0.00
22/09/2025,Monday,Distribution b2b,"1,243.16",12,103.60
22/09/2025,Monday,Activities,0.00,0,0.00
22/09/2025,Monday,Juntos Products,0.00,0,0.00
23/09/2025,Tuesday,Juntos house,"5,798.00",78,74.33
23/09/2025,Tuesday,Juntos boutique,585.00,10,58.50
23/09/2025,Tuesday,Picadeli,"3,993.30",204,19.58
23/09/2025,Tuesday,Juntos farm shop,912.73,49,18.63
23/09/2025,Tuesday,Tasting place,0.00,0,0.00
23/09/2025,Tuesday,Distribution b2b,"1,123.75",12,93.65
23/09/2025,Tuesday,Activities,"1,320.00",0,0.00
23/09/2025,Tuesday,Juntos Products,0.00,0,0.00
24/09/2025,Wednesday,Juntos house,"4,438.09",61,72.76
24/09/2025,Wednesday,Juntos boutique,863.50,8,107.94
24/09/2025,Wednesday,Picadeli,"3,734.67",193,19.35
24/09/2025,Wednesday,Juntos farm shop,929.07,41,22.66
24/09/2025,Wednesday,Tasting place,0.00,0,0.00
24/09/2025,Wednesday,Distribution b2b,"1,135.00",14,81.07
24/09/2025,Wednesday,Activities,0.00,0,0.00
24/09/2025,Wednesday,Juntos Products,115.71,0,0.00
25/09/2025,Thursday,Juntos house,"6,469.00",82,78.89
25/09/2025,Thursday,Juntos boutique,"1,206.53",14,86.18
25/09/2025,Thursday,Picadeli,"3,396.00",175,19.41
25/09/2025,Thursday,Juntos farm shop,697.80,0,0.00
25/09/2025,Thursday,Tasting place,0.00,0,0.00
25/09/2025,Thursday,Distribution b2b,682.85,14,48.78
25/09/2025,Thursday,Activities,0.00,0,0.00
25/09/2025,Thursday,Juntos Products,0.00,0,0.00
26/09/2025,Friday,Juntos house,"22,280.00",100,222.80
26/09/2025,Friday,Juntos boutique,0.00,0,0.00
26/09/2025,Friday,Picadeli,"3,543.27",207,17.12
26/09/2025,Friday,Juntos farm shop,666.37,35,19.04
26/09/2025,Friday,Tasting place,"2,906.36",0,0.00
26/09/2025,Friday,Distribution b2b,"1,372.38",16,85.77
26/09/2025,Friday,Activities,0.00,0,0.00
26/09/2025,Friday,Juntos Products,47.85,0,0.00
27/09/2025,Saturday,Juntos house,"20,500.00",54,379.63
27/09/2025,Saturday,Juntos boutique,752.00,6,125.33
27/09/2025,Saturday,Picadeli,"2,320.00",110,21.09
27/09/2025,Saturday,Juntos farm shop,"1,007.99",55,18.33
27/09/2025,Saturday,Tasting place,"5,354.00",135,39.66
27/09/2025,Saturday,Distribution b2b,0.00,0,0.00
27/09/2025,Saturday,Activities,0.00,0,0.00
27/09/2025,Saturday,Juntos Products,0.00,0,0.00
28/09/2025,Sunday,Juntos house,"5,908.00",68,86.88
28/09/2025,Sunday,Juntos boutique,454.40,3,151.47
28/09/2025,Sunday,Picadeli,0.00,0,0.00
28/09/2025,Sunday,Juntos farm shop,0.00,0,0.00
28/09/2025,Sunday,Tasting place,0.00,0,0.00
28/09/2025,Sunday,Distribution b2b,0.00,0,0.00
28/09/2025,Sunday,Activities,0.00,0,0.00
28/09/2025,Sunday,Juntos Products,0.00,0,0.00
29/09/2025,Monday,Juntos house,"4,771.00",64,74.55
29/09/2025,Monday,Juntos boutique,610.00,7,87.14
29/09/2025,Monday,Picadeli,"4,177.00",236,17.70
29/09/2025,Monday,Juntos farm shop,303.67,19,15.98
29/09/2025,Monday,Tasting place,0.00,0,0.00
29/09/2025,Monday,Distribution b2b,"1,259.00",14,89.93
29/09/2025,Monday,Activities,0.00,0,0.00
29/09/2025,Monday,Juntos Products,0.00,0,0.00
30/09/2025,Tuesday,Juntos house,"3,297.00",43,76.67
30/09/2025,Tuesday,Juntos boutique,118.50,4,29.63
30/09/2025,Tuesday,Picadeli,"3,443.00",164,20.99
30/09/2025,Tuesday,Juntos farm shop,789.00,31,25.45
30/09/2025,Tuesday,Tasting place,413.00,16,25.81
30/09/2025,Tuesday,Distribution b2b,980.00,12,81.67
30/09/2025,Tuesday,Activities,0.00,0,0.00
30/09/2025,Tuesday,Juntos Products,17.55,0,0.00
01/10/2025,Wednesday,Juntos house,"5,478.00",63,86.95
01/10/2025,Wednesday,Juntos boutique,977.50,8,122.19
01/10/2025,Wednesday,Picadeli,"4,069.16",218,18.67
01/10/2025,Wednesday,Juntos farm shop,871.69,37,23.56
01/10/2025,Wednesday,Tasting place,"1,205.00",0,0.00
01/10/2025,Wednesday,Distribution b2b,"1,304.00",10,130.40
01/10/2025,Wednesday,Activities,0.00,0,0.00
01/10/2025,Wednesday,Juntos Products,0.00,0,0.00
02/10/2025,Thursday,Juntos house,"6,632.30",82,80.88
02/10/2025,Thursday,Juntos boutique,661.50,7,94.50
02/10/2025,Thursday,Picadeli,"3,767.20",193,19.52
02/10/2025,Thursday,Juntos farm shop,612.47,33,18.56
02/10/2025,Thursday,Tasting place,948.54,45,21.08
02/10/2025,Thursday,Distribution b2b,"1,335.00",12,111.25
02/10/2025,Thursday,Activities,0.00,0,0.00
02/10/2025,Thursday,Juntos Products,43.20,0,0.00
03/10/2025,Friday,Juntos house,"34,370.00",120,286.42
03/10/2025,Friday,Juntos boutique,0.00,0,0.00
03/10/2025,Friday,Picadeli,"4,092.00",222,18.43
03/10/2025,Friday,Juntos farm shop,"1,049.56",47,22.33
03/10/2025,Friday,Tasting place,"1,335.40",65,20.54
03/10/2025,Friday,Distribution b2b,"1,463.54",16,91.47
03/10/2025,Friday,Activities,0.00,0,0.00
03/10/2025,Friday,Juntos Products,0.00,0,0.00
04/10/2025,Saturday,Juntos house,"22,830.00",72,317.08
04/10/2025,Saturday,Juntos boutique,0.00,0,0.00
04/10/2025,Saturday,Picadeli,"2,386.00",109,21.89
04/10/2025,Saturday,Juntos farm shop,984.00,45,21.87
04/10/2025,Saturday,Tasting place,"2,577.00",135,19.09
04/10/2025,Saturday,Distribution b2b,0.00,0,0.00
04/10/2025,Saturday,Activities,0.00,0,0.00
04/10/2025,Saturday,Juntos Products,0.00,0,0.00
05/10/2025,Sunday,Juntos house,"4,874.00",56,87.04
05/10/2025,Sunday,Juntos boutique,479.00,11,43.55
05/10/2025,Sunday,Picadeli,0.00,0,0.00
05/10/2025,Sunday,Juntos farm shop,0.00,0,0.00
05/10/2025,Sunday,Tasting place,0.00,0,0.00
05/10/2025,Sunday,Distribution b2b,0.00,0,0.00
05/10/2025,Sunday,Activities,0.00,0,0.00
05/10/2025,Sunday,Juntos Products,0.00,0,0.00
06/10/2025,Monday,Juntos house,0.00,0,0.00
06/10/2025,Monday,Juntos boutique,0.00,0,0.00
06/10/2025,Monday,Picadeli,"4,648.18",216,21.52
06/10/2025,Monday,Juntos farm shop,384.23,19,20.22
06/10/2025,Monday,Tasting place,0.00,0,0.00
06/10/2025,Monday,Distribution b2b,863.24,14,61.66
06/10/2025,Monday,Activities,0.00,0,0.00
06/10/2025,Monday,Juntos Products,0.00,0,0.00
07/10/2025,Tuesday,Juntos house,0.00,0,0.00
07/10/2025,Tuesday,Juntos boutique,0.00,0,0.00
07/10/2025,Tuesday,Picadeli,"3,977.42",204,19.50
07/10/2025,Tuesday,Juntos farm shop,563.68,31,18.18
07/10/2025,Tuesday,Tasting place,633.60,0,0.00
07/10/2025,Tuesday,Distribution b2b,988.76,10,98.88
07/10/2025,Tuesday,Activities,0.00,0,0.00
07/10/2025,Tuesday,Juntos Products,32.50,0,0.00
08/10/2025,Wednesday,Juntos house,"7,444.00",105,70.90
08/10/2025,Wednesday,Juntos boutique,977.50,14,69.82
08/10/2025,Wednesday,Picadeli,"3,317.83",178,18.64
08/10/2025,Wednesday,Juntos farm shop,756.00,29,26.07
08/10/2025,Wednesday,Tasting place,892.70,31,28.80
08/10/2025,Wednesday,Distribution b2b,366.00,7,52.29
08/10/2025,Wednesday,Activities,0.00,0,0.00
08/10/2025,Wednesday,Juntos Products,0.00,0,0.00
09/10/2025,Thursday,Juntos house,"5,447.40",63,86.47
09/10/2025,Thursday,Juntos boutique,989.00,8,123.63
09/10/2025,Thursday,Picadeli,"3,897.00",178,21.89
09/10/2025,Thursday,Juntos farm shop,816.86,28,29.17
09/10/2025,Thursday,Tasting place,954.00,35,27.26
09/10/2025,Thursday,Distribution b2b,"1,306.00",10,130.60
09/10/2025,Thursday,Activities,0.00,0,0.00
09/10/2025,Thursday,Juntos Products,0.00,0,0.00
10/10/2025,Friday,Juntos house,"8,877.40",108,82.20
10/10/2025,Friday,Juntos boutique,496.00,6,82.67
10/10/2025,Friday,Picadeli,"3,757.00",211,17.81
10/10/2025,Friday,Juntos farm shop,639.00,36,17.75
10/10/2025,Friday,Tasting place,"1,238.80",62,19.98
10/10/2025,Friday,Distribution b2b,"1,947.00",15,129.80
10/10/2025,Friday,Activities,0.00,0,0.00
10/10/2025,Friday,Juntos Products,327.73,0,0.00
11/10/2025,Saturday,Juntos house,"37,805.00",116,325.91
11/10/2025,Saturday,Juntos boutique,0.00,0,0.00
11/10/2025,Saturday,Picadeli,"2,339.57",109,21.46
11/10/2025,Saturday,Juntos farm shop,"1,038.00",39,26.62
11/10/2025,Saturday,Tasting place,"1,372.00",62,22.13
11/10/2025,Saturday,Distribution b2b,0.00,0,0.00
11/10/2025,Saturday,Activities,0.00,0,0.00
11/10/2025,Saturday,Juntos Products,0.00,0,0.00
12/10/2025,Sunday,Juntos house,"8,359.89",97,86.18
12/10/2025,Sunday,Juntos boutique,840.00,14,60.00
12/10/2025,Sunday,Picadeli,0.00,0,0.00
12/10/2025,Sunday,Juntos farm shop,0.00,0,0.00
12/10/2025,Sunday,Tasting place,0.00,0,0.00
12/10/2025,Sunday,Distribution b2b,0.00,0,0.00
12/10/2025,Sunday,Activities,0.00,0,0.00
12/10/2025,Sunday,Juntos Products,0.00,0,0.00
13/10/2025,Monday,Juntos house,0.00,0,0.00
13/10/2025,Monday,Juntos boutique,0.00,0,0.00
13/10/2025,Monday,Picadeli,"4,563.12",216,21.13
13/10/2025,Monday,Juntos farm shop,496.00,19,26.11
13/10/2025,Monday,Tasting place,0.00,0,0.00
13/10/2025,Monday,Distribution b2b,711.65,14,50.83
13/10/2025,Monday,Activities,0.00,0,0.00
13/10/2025,Monday,Juntos Products,74.00,0,0.00
14/10/2025,Tuesday,Juntos house,0.00,0,0.00
14/10/2025,Tuesday,Juntos boutique,0.00,0,0.00
14/10/2025,Tuesday,Picadeli,"3,188.00",188,16.96
14/10/2025,Tuesday,Juntos farm shop,729.00,29,25.14
14/10/2025,Tuesday,Tasting place,"1,063.00",43,24.72
14/10/2025,Tuesday,Distribution b2b,"1,862.00",15,124.13
14/10/2025,Tuesday,Activities,0.00,0,0.00
14/10/2025,Tuesday,Juntos Products,0.00,0,0.00
15/10/2025,Wednesday,Juntos house,"6,950.30",86,80.82
15/10/2025,Wednesday,Juntos boutique,159.00,3,53.00
15/10/2025,Wednesday,Picadeli,"3,927.05",212,18.52
15/10/2025,Wednesday,Juntos farm shop,681.64,23,29.64
15/10/2025,Wednesday,Tasting place,981.30,41,23.93
15/10/2025,Wednesday,Distribution b2b,504.00,11,45.82
15/10/2025,Wednesday,Activities,0.00,0,0.00
15/10/2025,Wednesday,Juntos Products,0.00,0,0.00
16/10/2025,Thursday,Juntos house,"6,097.00",73,83.52
16/10/2025,Thursday,Juntos boutique,511.00,8,63.88
16/10/2025,Thursday,Picadeli,"3,241.16",189,17.15
16/10/2025,Thursday,Juntos farm shop,653.50,38,17.20
16/10/2025,Thursday,Tasting place,"1,536.00",55,27.93
16/10/2025,Thursday,Distribution b2b,752.00,10,75.20
16/10/2025,Thursday,Activities,130.09,0,0.00
16/10/2025,Thursday,Juntos Products,0.00,0,0.00
17/10/2025,Friday,Juntos house,"6,165.50",72,85.63
17/10/2025,Friday,Juntos boutique,177.00,2,88.50
17/10/2025,Friday,Picadeli,"3,667.00",196,18.71
17/10/2025,Friday,Juntos farm shop,850.58,36,23.63
17/10/2025,Friday,Tasting place,"1,268.00",40,31.70
17/10/2025,Friday,Distribution b2b,"1,769.91",13,136.15
17/10/2025,Friday,Activities,0.00,0,0.00
17/10/2025,Friday,Juntos Products,0.00,0,0.00
18/10/2025,Saturday,Juntos house,"16,764.00",58,289.03
18/10/2025,Saturday,Juntos boutique,0.00,0,0.00
18/10/2025,Saturday,Picadeli,"2,164.00",101,21.43
18/10/2025,Saturday,Juntos farm shop,791.09,37,21.38
18/10/2025,Saturday,Tasting place,"5,744.00",222,25.87
18/10/2025,Saturday,Distribution b2b,0.00,0,0.00
18/10/2025,Saturday,Activities,0.00,0,0.00
18/10/2025,Saturday,Juntos Products,0.00,0,0.00
19/10/2025,Sunday,Juntos house,"8,783.00",120,73.19
19/10/2025,Sunday,Juntos boutique,593.50,12,49.46
19/10/2025,Sunday,Picadeli,0.00,0,0.00
19/10/2025,Sunday,Juntos farm shop,0.00,0,0.00
19/10/2025,Sunday,Tasting place,0.00,0,0.00
19/10/2025,Sunday,Distribution b2b,0.00,0,0.00
19/10/2025,Sunday,Activities,0.00,0,0.00
19/10/2025,Sunday,Juntos Products,0.00,0,0.00
20/10/2025,Monday,Juntos house,0.00,0,0.00
20/10/2025,Monday,Juntos boutique,0.00,0,0.00
20/10/2025,Monday,Picadeli,"4,009.75",219,18.31
20/10/2025,Monday,Juntos farm shop,507.70,18,28.21
20/10/2025,Monday,Tasting place,0.00,0,0.00
20/10/2025,Monday,Distribution b2b,641.00,8,80.13
20/10/2025,Monday,Activities,0.00,0,0.00
20/10/2025,Monday,Juntos Products,0.00,0,0.00
21/10/2025,Tuesday,Juntos house,0.00,0,0.00
21/10/2025,Tuesday,Juntos boutique,0.00,0,0.00
21/10/2025,Tuesday,Picadeli,"4,061.00",226,17.97
21/10/2025,Tuesday,Juntos farm shop,491.00,29,16.93
21/10/2025,Tuesday,Tasting place,"1,184.98",77,15.39
21/10/2025,Tuesday,Distribution b2b,948.67,10,94.87
21/10/2025,Tuesday,Activities,0.00,0,0.00
21/10/2025,Tuesday,Juntos Products,175.00,0,0.00
22/10/2025,Wednesday,Juntos house,"7,812.00",91,85.85
22/10/2025,Wednesday,Juntos boutique,"1,007.00",7,143.86
22/10/2025,Wednesday,Picadeli,"3,174.00",199,15.95
22/10/2025,Wednesday,Juntos farm shop,707.00,28,25.25
22/10/2025,Wednesday,Tasting place,"3,330.00",55,60.55
22/10/2025,Wednesday,Distribution b2b,389.00,5,77.80
22/10/2025,Wednesday,Activities,0.00,0,0.00
22/10/2025,Wednesday,Juntos Products,0.00,0,0.00
23/10/2025,Thursday,Juntos house,"3,943.70",55,71.70
23/10/2025,Thursday,Juntos boutique,"1,689.00",9,187.67
23/10/2025,Thursday,Picadeli,"3,326.46",191,17.42
23/10/2025,Thursday,Juntos farm shop,358.80,13,27.60
23/10/2025,Thursday,Tasting place,979.90,47,20.85
23/10/2025,Thursday,Distribution b2b,700.00,9,77.78
23/10/2025,Thursday,Activities,0.00,0,0.00
23/10/2025,Thursday,Juntos Products,19.20,0,0.00
24/10/2025,Friday,Juntos house,"6,851.10",71,96.49
24/10/2025,Friday,Juntos boutique,627.00,5,125.40
24/10/2025,Friday,Picadeli,"3,650.70",216,16.90
24/10/2025,Friday,Juntos farm shop,643.68,28,22.99
24/10/2025,Friday,Tasting place,656.48,34,19.31
24/10/2025,Friday,Distribution b2b,"1,726.00",13,132.77
24/10/2025,Friday,Activities,0.00,0,0.00
24/10/2025,Friday,Juntos Products,14.40,0,0.00
25/10/2025,Saturday,Juntos house,"3,752.00",43,87.26
25/10/2025,Saturday,Juntos boutique,17.00,1,17.00
25/10/2025,Saturday,Picadeli,"1,591.00",85,18.72
25/10/2025,Saturday,Juntos farm shop,928.68,41,22.65
25/10/2025,Saturday,Tasting place,"3,540.00",82,43.17
25/10/2025,Saturday,Distribution b2b,0.00,0,0.00
25/10/2025,Saturday,Activities,0.00,0,0.00
25/10/2025,Saturday,Juntos Products,0.00,0,0.00
26/10/2025,Sunday,Juntos house,"5,599.00",64,87.48
26/10/2025,Sunday,Juntos boutique,339.00,4,84.75
26/10/2025,Sunday,Picadeli,0.00,0,0.00
26/10/2025,Sunday,Juntos farm shop,0.00,0,0.00
26/10/2025,Sunday,Tasting place,0.00,0,0.00
26/10/2025,Sunday,Distribution b2b,0.00,0,0.00
26/10/2025,Sunday,Activities,0.00,0,0.00
26/10/2025,Sunday,Juntos Products,0.00,0,0.00
27/10/2025,Monday,Juntos house,0.00,0,0.00
27/10/2025,Monday,Juntos boutique,0.00,0,0.00
27/10/2025,Monday,Picadeli,"4,322.66",203,21.29
27/10/2025,Monday,Juntos farm shop,436.00,21,20.76
27/10/2025,Monday,Tasting place,0.00,0,0.00
27/10/2025,Monday,Distribution b2b,384.00,7,54.86
27/10/2025,Monday,Activities,0.00,0,0.00
27/10/2025,Monday,Juntos Products,0.00,0,0.00
28/10/2025,Tuesday,Juntos house,0.00,0,0.00
28/10/2025,Tuesday,Juntos boutique,0.00,0,0.00
28/10/2025,Tuesday,Picadeli,"2,929.75",170,17.23
28/10/2025,Tuesday,Juntos farm shop,347.00,22,15.77
28/10/2025,Tuesday,Tasting place,"1,261.00",40,31.53
28/10/2025,Tuesday,Distribution b2b,561.00,7,80.14
28/10/2025,Tuesday,Activities,0.00,0,0.00
28/10/2025,Tuesday,Juntos Products,29.00,0,0.00
29/10/2025,Wednesday,Juntos house,"3,769.00",42,89.74
29/10/2025,Wednesday,Juntos boutique,98.00,4,24.50
29/10/2025,Wednesday,Picadeli,"3,186.00",184,17.32
29/10/2025,Wednesday,Juntos farm shop,469.00,25,18.76
29/10/2025,Wednesday,Tasting place,"1,189.00",45,26.42
29/10/2025,Wednesday,Distribution b2b,654.00,7,93.43
29/10/2025,Wednesday,Activities,0.00,0,0.00
29/10/2025,Wednesday,Juntos Products,0.00,0,0.00
30/10/2025,Thursday,Juntos house,"3,446.00",47,73.32
30/10/2025,Thursday,Juntos boutique,69.00,2,34.50
30/10/2025,Thursday,Picadeli,"2,920.00",149,19.60
30/10/2025,Thursday,Juntos farm shop,615.00,29,21.21
30/10/2025,Thursday,Tasting place,"1,162.00",64,18.16
30/10/2025,Thursday,Distribution b2b,505.00,7,72.14
30/10/2025,Thursday,Activities,0.00,0,0.00
30/10/2025,Thursday,Juntos Products,0.00,0,0.00
31/10/2025,Friday,Juntos house,"3,339.00",34,98.21
31/10/2025,Friday,Juntos boutique,143.00,4,35.75
31/10/2025,Friday,Picadeli,"3,312.00",166,19.95
31/10/2025,Friday,Juntos farm shop,674.30,30,22.48
31/10/2025,Friday,Tasting place,734.00,36,20.39
31/10/2025,Friday,Distribution b2b,"1,181.00",14,84.36
31/10/2025,Friday,Activities,0.00,0,0.00
31/10/2025,Friday,Juntos Products,0.00,0,0.00
01/11/2025,Saturday,Juntos house,"7,736.00",84,92.10
01/11/2025,Saturday,Juntos boutique,462.50,4,115.63
01/11/2025,Saturday,Picadeli,0.00,0,0.00
01/11/2025,Saturday,Juntos farm shop,935.00,49,19.08
01/11/2025,Saturday,Tasting place,"8,849.00",0,0.00
01/11/2025,Saturday,Distribution b2b,0.00,0,0.00
01/11/2025,Saturday,Activities,"3,300.00",0,0.00
01/11/2025,Saturday,Juntos Products,0.00,0,0.00
02/11/2025,Sunday,Juntos house,"4,882.00",65,75.11
02/11/2025,Sunday,Juntos boutique,0.00,0,0.00
02/11/2025,Sunday,Picadeli,0.00,0,0.00
02/11/2025,Sunday,Juntos farm shop,0.00,0,0.00
02/11/2025,Sunday,Tasting place,0.00,0,0.00
02/11/2025,Sunday,Distribution b2b,0.00,0,0.00
02/11/2025,Sunday,Activities,0.00,0,0.00
02/11/2025,Sunday,Juntos Products,0.00,0,0.00
03/11/2025,Monday,Juntos house,0.00,0,0.00
03/11/2025,Monday,Juntos boutique,0.00,0,0.00
03/11/2025,Monday,Picadeli,"3,823.70",195,19.61
03/11/2025,Monday,Juntos farm shop,656.03,33,19.88
03/11/2025,Monday,Tasting place,0.00,0,0.00
03/11/2025,Monday,Distribution b2b,307.48,6,51.25
03/11/2025,Monday,Activities,0.00,0,0.00
03/11/2025,Monday,Juntos Products,0.00,0,0.00
04/11/2025,Tuesday,Juntos house,0.00,0,0.00
04/11/2025,Tuesday,Juntos boutique,0.00,0,0.00
04/11/2025,Tuesday,Picadeli,"3,611.94",223,16.20
04/11/2025,Tuesday,Juntos farm shop,860.44,44,19.56
04/11/2025,Tuesday,Tasting place,"1,446.08",46,31.44
04/11/2025,Tuesday,Distribution b2b,780.64,7,111.52
04/11/2025,Tuesday,Activities,0.00,0,0.00
04/11/2025,Tuesday,Juntos Products,0.00,0,0.00
05/11/2025,Wednesday,Juntos house,"3,249.60",40,81.24
05/11/2025,Wednesday,Juntos boutique,71.50,2,35.75
05/11/2025,Wednesday,Picadeli,"3,341.68",205,16.30
05/11/2025,Wednesday,Juntos farm shop,721.18,24,30.05
05/11/2025,Wednesday,Tasting place,"4,089.42",33,123.92
05/11/2025,Wednesday,Distribution b2b,351.20,5,70.24
05/11/2025,Wednesday,Activities,0.00,0,0.00
05/11/2025,Wednesday,Juntos Products,0.00,0,0.00
06/11/2025,Thursday,Juntos house,"2,093.50",28,74.77
06/11/2025,Thursday,Juntos boutique,114.00,2,57.00
06/11/2025,Thursday,Picadeli,"3,538.57",186,19.02
06/11/2025,Thursday,Juntos farm shop,983.10,31,31.71
06/11/2025,Thursday,Tasting place,"1,102.90",59,18.69
06/11/2025,Thursday,Distribution b2b,268.09,3,89.36
06/11/2025,Thursday,Activities,0.00,0,0.00
06/11/2025,Thursday,Juntos Products,27.00,0,0.00
07/11/2025,Friday,Juntos house,"4,694.50",56,83.83
07/11/2025,Friday,Juntos boutique,48.26,3,16.09
07/11/2025,Friday,Picadeli,"3,577.94",205,17.45
07/11/2025,Friday,Juntos farm shop,850.43,34,25.01
07/11/2025,Friday,Tasting place,670.98,39,17.20
07/11/2025,Friday,Distribution b2b,"1,117.65",10,111.77
07/11/2025,Friday,Activities,0.00,0,0.00
07/11/2025,Friday,Juntos Products,21.60,0,0.00
08/11/2025,Saturday,Juntos house,"4,143.70",49,84.57
08/11/2025,Saturday,Juntos boutique,474.50,7,67.79
08/11/2025,Saturday,Picadeli,"2,085.27",94,22.18
08/11/2025,Saturday,Juntos farm shop,385.98,19,20.31
08/11/2025,Saturday,Tasting place,"1,007.08",52,19.37
08/11/2025,Saturday,Distribution b2b,0.00,0,0.00
08/11/2025,Saturday,Activities,0.00,0,0.00
08/11/2025,Saturday,Juntos Products,75.60,0,0.00
09/11/2025,Sunday,Juntos house,"6,644.10",81,82.03
09/11/2025,Sunday,Juntos boutique,"1,345.00",14,96.07
09/11/2025,Sunday,Picadeli,0.00,0,0.00
09/11/2025,Sunday,Juntos farm shop,0.00,0,0.00
09/11/2025,Sunday,Tasting place,0.00,0,0.00
09/11/2025,Sunday,Distribution b2b,0.00,0,0.00
09/11/2025,Sunday,Activities,0.00,0,0.00
09/11/2025,Sunday,Juntos Products,0.00,0,0.00
10/11/2025,Monday,Juntos house,0.00,0,0.00
10/11/2025,Monday,Juntos boutique,0.00,0,0.00
10/11/2025,Monday,Picadeli,"3,829.23",201,19.05
10/11/2025,Monday,Juntos farm shop,579.17,27,21.45
10/11/2025,Monday,Tasting place,0.00,0,0.00
10/11/2025,Monday,Distribution b2b,325.08,5,65.02
10/11/2025,Monday,Activities,0.00,0,0.00
10/11/2025,Monday,Juntos Products,189.00,0,0.00
11/11/2025,Tuesday,Juntos house,0.00,0,0.00
11/11/2025,Tuesday,Juntos boutique,0.00,0,0.00
11/11/2025,Tuesday,Picadeli,"3,886.69",207,18.78
11/11/2025,Tuesday,Juntos farm shop,743.99,28,26.57
11/11/2025,Tuesday,Tasting place,783.58,44,17.81
11/11/2025,Tuesday,Distribution b2b,301.81,4,75.45
11/11/2025,Tuesday,Activities,0.00,0,0.00
11/11/2025,Tuesday,Juntos Products,736.20,0,0.00
12/11/2025,Wednesday,Juntos house,"2,409.10",36,66.92
12/11/2025,Wednesday,Juntos boutique,321.00,1,321.00
12/11/2025,Wednesday,Picadeli,"3,388.63",166,20.41
12/11/2025,Wednesday,Juntos farm shop,481.17,26,18.51
12/11/2025,Wednesday,Tasting place,557.40,26,21.44
12/11/2025,Wednesday,Distribution b2b,106.18,2,53.09
12/11/2025,Wednesday,Activities,0.00,0,0.00
12/11/2025,Wednesday,Juntos Products,86.40,0,0.00
13/11/2025,Thursday,Juntos house,"2,756.50",28,98.45
13/11/2025,Thursday,Juntos boutique,186.00,2,93.00
13/11/2025,Thursday,Picadeli,"3,750.36",184,20.38
13/11/2025,Thursday,Juntos farm shop,538.03,25,21.52
13/11/2025,Thursday,Tasting place,444.28,29,15.32
13/11/2025,Thursday,Distribution b2b,"1,502.93",6,250.49
13/11/2025,Thursday,Activities,0.00,0,0.00
13/11/2025,Thursday,Juntos Products,0.00,0,0.00
14/11/2025,Friday,Juntos house,"1,464.70",19,77.09
14/11/2025,Friday,Juntos boutique,164.00,1,164.00
14/11/2025,Friday,Picadeli,"2,995.50",175,17.12
14/11/2025,Friday,Juntos farm shop,443.56,18,24.64
14/11/2025,Friday,Tasting place,542.50,26,20.87
14/11/2025,Friday,Distribution b2b,"1,036.72",11,94.25
14/11/2025,Friday,Activities,0.00,0,0.00
14/11/2025,Friday,Juntos Products,0.00,0,0.00
15/11/2025,Saturday,Juntos house,"4,793.90",59,81.25
15/11/2025,Saturday,Juntos boutique,389.00,5,77.80
15/11/2025,Saturday,Picadeli,"2,162.51",97,22.29
15/11/2025,Saturday,Juntos farm shop,"1,051.67",60,17.53
15/11/2025,Saturday,Tasting place,"3,893.34",107,36.39
15/11/2025,Saturday,Distribution b2b,0.00,0,0.00
15/11/2025,Saturday,Activities,0.00,0,0.00
15/11/2025,Saturday,Juntos Products,0.00,0,0.00
16/11/2025,Sunday,Juntos house,"4,022.15",57,70.56
16/11/2025,Sunday,Juntos boutique,"1,047.00",15,69.80
16/11/2025,Sunday,Picadeli,0.00,0,0.00
16/11/2025,Sunday,Juntos farm shop,0.00,0,0.00
16/11/2025,Sunday,Tasting place,0.00,0,0.00
16/11/2025,Sunday,Distribution b2b,0.00,0,0.00
16/11/2025,Sunday,Activities,0.00,0,0.00
16/11/2025,Sunday,Juntos Products,0.00,0,0.00
17/11/2025,Monday,Juntos house,0.00,0,0.00
17/11/2025,Monday,Juntos boutique,0.00,0,0.00
17/11/2025,Monday,Picadeli,"3,509.98",208,16.87
17/11/2025,Monday,Juntos farm shop,774.45,26,29.79
17/11/2025,Monday,Tasting place,0.00,0,0.00
