,,,,,,,,,,,dia,BU,
SIN IVA,Año Fecha,Mes Fecha,Fecha,Serie,Área de Negocio,Centro de coste,Uds.,Importe,BU,,,,Total Día
,2024,02  Febrero,2/18/2024,AT1T,Factura simplificada AT1T,,37.00,"1,215.45 €",Juntos house,,3/28/2024,Juntos house,4325
,2024,02  Febrero,2/19/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,0.80,10.40 €,Distribution b2b,,3/29/2024,Distribution b2b,452
,2024,02  Febrero,2/19/2024,FVA,ALBARANES DE VENTA,,98.50,302.09 €,Distribution b2b,,3/29/2024,Juntos Products,14
,2024,02  Febrero,2/20/2024,AVF,FACTURAS DE VENTA,,1.00,181.82 €,Juntos house,,3/29/2024,Juntos boutique,574
,2024,02  Febrero,2/20/2024,FVA,ALBARANES DE VENTA,,166.50,576.44 €,Distribution b2b,,3/29/2024,Juntos house,7597
,2024,02  Febrero,2/20/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,7.10,36.18 €,Distribution b2b,,3/30/2024,Distribution b2b,402
,2024,02  Febrero,2/21/2024,AT1T,Factura simplificada AT1T,,20.00,"1,326.20 €",Juntos house,,3/30/2024,Juntos boutique,407
,2024,02  Febrero,2/21/2024,AR3I,Invitaciones AR3I,,15.00,0.00 €,Juntos house,,3/30/2024,Juntos house,8916
,2024,02  Febrero,2/21/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,4.10,46.38 €,Distribution b2b,,3/31/2024,Juntos Products,-212
,2024,02  Febrero,2/21/2024,JVF,FACTURAS DE VENTA,,5.00,175.00 €,Juntos Products,,3/31/2024,Juntos boutique,1086
,2024,02  Febrero,2/21/2024,AVF,FACTURAS DE VENTA,,1.00,136.36 €,Juntos house,,3/31/2024,Juntos house,5950
,2024,02  Febrero,2/21/2024,AR3G,Tiquet AR3G,,325.50,"5,189.36 €",Juntos house,,4/1/2024,Juntos boutique,982
,2024,02  Febrero,2/21/2024,FVA,ALBARANES DE VENTA,,41.00,175.42 €,Distribution b2b,,4/1/2024,Juntos house,7013
,2024,02  Febrero,2/22/2024,AR3G,Tiquet AR3G,,211.00,"2,844.27 €",Juntos house,,4/2/2024,Distribution b2b,695
,2024,02  Febrero,2/22/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,4/2/2024,Juntos Products,35
,2024,02  Febrero,2/22/2024,FVA,ALBARANES DE VENTA,,78.10,268.85 €,Distribution b2b,,4/2/2024,Juntos boutique,281
,2024,02  Febrero,2/22/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,11.00,272.70 €,Juntos boutique,,4/2/2024,Juntos house,3329
,2024,02  Febrero,2/23/2024,JVF,FACTURAS DE VENTA,,3.00,105.00 €,Juntos Products,,4/3/2024,Distribution b2b,7343
,2024,02  Febrero,2/23/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,309.10 €,Juntos boutique,,4/3/2024,Juntos Products,649
,2024,02  Febrero,2/23/2024,FVA,ALBARANES DE VENTA,,122.80,563.51 €,Distribution b2b,,4/3/2024,Juntos boutique,148
,2024,02  Febrero,2/23/2024,AVF,FACTURAS DE VENTA,,1.00,90.91 €,Juntos house,,4/3/2024,Juntos house,4197
,2024,02  Febrero,2/23/2024,AR3G,Tiquet AR3G,,277.00,"3,792.45 €",Juntos house,,4/4/2024,Distribution b2b,312
,2024,02  Febrero,2/24/2024,AR3G,Tiquet AR3G,,262.00,"3,879.00 €",Juntos house,,4/4/2024,Juntos Products,420
,2024,02  Febrero,2/24/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,17.00,920.47 €,Juntos boutique,,4/4/2024,Juntos boutique,26
,2024,02  Febrero,2/25/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,26.00,"1,545.28 €",Juntos boutique,,4/4/2024,Juntos house,4142
,2024,02  Febrero,2/25/2024,AR2G,Tiquet AR2G,,12.00,174.09 €,Juntos house,,4/5/2024,Distribution b2b,846
,2024,02  Febrero,2/25/2024,AR3I,Invitaciones AR3I,,12.00,0.00 €,Juntos house,,4/5/2024,Juntos Products,35
,2024,02  Febrero,2/25/2024,AR3G,Tiquet AR3G,,463.50,"5,809.64 €",Juntos house,,4/5/2024,Juntos boutique,507
,2024,02  Febrero,2/26/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,-7.90,-26.00 €,Distribution b2b,,4/5/2024,Juntos house,4674
,2024,02  Febrero,2/26/2024,FVA,ALBARANES DE VENTA,,21.50,56.98 €,Distribution b2b,,4/6/2024,Juntos boutique,686
,2024,02  Febrero,2/26/2024,FVJ,FACTURA DE VENTA JUNTOS,,8.00,26.00 €,Distribution b2b,,4/6/2024,Juntos house,5996
,2024,02  Febrero,2/27/2024,FVA,ALBARANES DE VENTA,,95.20,236.63 €,Distribution b2b,,4/7/2024,Juntos boutique,1271
,2024,02  Febrero,2/28/2024,FVA,ALBARANES DE VENTA,,93.80,322.91 €,Distribution b2b,,4/7/2024,Juntos house,4171
,2024,02  Febrero,2/28/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,4/8/2024,Distribution b2b,338
,2024,02  Febrero,2/28/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,135.53 €,Juntos boutique,,4/8/2024,Juntos Products,35
,2024,02  Febrero,2/28/2024,AR3G,Tiquet AR3G,,143.00,"1,970.09 €",Juntos house,,4/9/2024,Distribution b2b,279
,2024,02  Febrero,2/29/2024,FVJ,FACTURA DE VENTA JUNTOS,,22.00,422.91 €,Distribution b2b,,4/9/2024,Juntos Products,35
,2024,02  Febrero,2/29/2024,AR3G,Tiquet AR3G,,169.00,"2,244.36 €",Juntos house,,4/10/2024,Distribution b2b,231
,2024,02  Febrero,2/29/2024,JVA,ALBARANES DE VENTA,,2.00,29.00 €,Juntos Products,,4/10/2024,Juntos Products,585
,2024,02  Febrero,2/29/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,120.66 €,Juntos boutique,,4/10/2024,Juntos boutique,948
,2024,02  Febrero,2/29/2024,FVA,ALBARANES DE VENTA,,70.90,265.60 €,Distribution b2b,,4/10/2024,Juntos house,4193
,2024,02  Febrero,2/29/2024,JVF,FACTURAS DE VENTA,,3.00,105.00 €,Juntos Products,,4/11/2024,Distribution b2b,312
,2024,02  Febrero,2/29/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,4/11/2024,Juntos boutique,317
,2024,03  Marzo,3/1/2024,AR3G,Tiquet AR3G,,322.50,"4,997.82 €",Juntos house,,4/11/2024,Juntos house,4421
,2024,03  Marzo,3/1/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,644.96 €,Juntos boutique,,4/12/2024,Distribution b2b,368
,2024,03  Marzo,3/2/2024,AR3I,Invitaciones AR3I,,2.00,0.00 €,Juntos house,,4/12/2024,Juntos Products,54
,2024,03  Marzo,3/2/2024,AR3G,Tiquet AR3G,,251.00,"3,560.25 €",Juntos house,,4/12/2024,Juntos boutique,219
,2024,03  Marzo,3/2/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,4.00,168.09 €,Juntos boutique,,4/12/2024,Juntos house,5706
,2024,03  Marzo,3/3/2024,AR3G,Tiquet AR3G,,397.00,"5,408.42 €",Juntos house,,4/13/2024,Juntos house,19134
,2024,03  Marzo,3/3/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,297.27 €,Juntos boutique,,4/14/2024,Juntos boutique,675
,2024,03  Marzo,3/4/2024,FVJ,FACTURA DE VENTA JUNTOS,,"2,040.00",275.40 €,Distribution b2b,,4/14/2024,Juntos house,4611
,2024,03  Marzo,3/4/2024,FVA,ALBARANES DE VENTA,,12.50,38.54 €,Distribution b2b,,4/15/2024,Distribution b2b,199
,2024,03  Marzo,3/5/2024,FVA,ALBARANES DE VENTA,,120.10,412.14 €,Distribution b2b,,4/15/2024,Juntos Products,35
,2024,03  Marzo,3/5/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,4/16/2024,Distribution b2b,859
,2024,03  Marzo,3/6/2024,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,4/16/2024,Juntos Products,640
,2024,03  Marzo,3/6/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,628.57 €,Distribution b2b,,4/17/2024,Distribution b2b,107
,2024,03  Marzo,3/6/2024,JVA,ALBARANES DE VENTA,,26.00,580.00 €,Juntos Products,,4/17/2024,Juntos Products,70
,2024,03  Marzo,3/6/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,12.15 €,Juntos boutique,,4/17/2024,Juntos boutique,161
,2024,03  Marzo,3/6/2024,AR3G,Tiquet AR3G,,151.50,"2,167.91 €",Juntos house,,4/17/2024,Juntos house,3804
,2024,03  Marzo,3/6/2024,FVA,ALBARANES DE VENTA,,115.09,505.71 €,Distribution b2b,,4/18/2024,Distribution b2b,821
,2024,03  Marzo,3/7/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,82.64 €,Juntos boutique,,4/18/2024,Juntos boutique,268
,2024,03  Marzo,3/7/2024,FVA,ALBARANES DE VENTA,,61.70,210.65 €,Distribution b2b,,4/18/2024,Juntos house,4406
,2024,03  Marzo,3/7/2024,AR3I,Invitaciones AR3I,,5.00,0.00 €,Juntos house,,4/19/2024,Distribution b2b,643
,2024,03  Marzo,3/7/2024,JVF,FACTURAS DE VENTA,,5.00,101.90 €,Juntos Products,,4/19/2024,Juntos Products,109
,2024,03  Marzo,3/7/2024,AR3G,Tiquet AR3G,,164.00,"2,506.36 €",Juntos house,,4/19/2024,Juntos house,3430
,2024,03  Marzo,3/7/2024,JVA,ALBARANES DE VENTA,,10.00,172.00 €,Juntos Products,,4/20/2024,Distribution b2b,112
,2024,03  Marzo,3/7/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,-7.20,25.82 €,Distribution b2b,,4/20/2024,Juntos boutique,415
,2024,03  Marzo,3/8/2024,AR3G,Tiquet AR3G,,216.50,"2,914.18 €",Juntos house,,4/20/2024,Juntos house,4636
,2024,03  Marzo,3/8/2024,FVA,ALBARANES DE VENTA,,147.07,484.89 €,Distribution b2b,,4/21/2024,Juntos boutique,717
,2024,03  Marzo,3/8/2024,AR3X,Abono tiquet AR3X,,-30.00,-397.27 €,Juntos house,,4/21/2024,Juntos house,3548
,2024,03  Marzo,3/8/2024,FVJ,FACTURA DE VENTA JUNTOS,,17.00,"4,250.00 €",Distribution b2b,,4/22/2024,Distribution b2b,368
,2024,03  Marzo,3/8/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,7.65,97.89 €,Distribution b2b,,4/23/2024,Distribution b2b,571
,2024,03  Marzo,3/8/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,22.00,994.31 €,Juntos boutique,,4/24/2024,Distribution b2b,312
,2024,03  Marzo,3/8/2024,AR3F,Factura AR3F,,31.00,397.27 €,Juntos house,,4/24/2024,Juntos Products,91
,2024,03  Marzo,3/9/2024,AR3G,Tiquet AR3G,,231.50,"5,456.18 €",Juntos house,,4/24/2024,Juntos boutique,352
,2024,03  Marzo,3/9/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,77.68 €,Juntos boutique,,4/24/2024,Juntos house,5294
,2024,03  Marzo,3/9/2024,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,4/25/2024,Distribution b2b,195
,2024,03  Marzo,3/10/2024,AR3G,Tiquet AR3G,,330.50,"4,633.27 €",Juntos house,,4/25/2024,Juntos boutique,402
,2024,03  Marzo,3/10/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,179.27 €,Juntos boutique,,4/25/2024,Juntos house,4803
,2024,03  Marzo,3/11/2024,FVA,ALBARANES DE VENTA,,10.00,33.82 €,Distribution b2b,,4/26/2024,Distribution b2b,860
,2024,03  Marzo,3/12/2024,FVA,ALBARANES DE VENTA,,85.20,370.35 €,Distribution b2b,,4/26/2024,Juntos house,4226
,2024,03  Marzo,3/12/2024,JVA,ALBARANES DE VENTA,,15.00,372.00 €,Juntos Products,,4/27/2024,Juntos boutique,153
,2024,03  Marzo,3/12/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,2.00,35.00 €,Distribution b2b,,4/27/2024,Juntos house,4987
,2024,03  Marzo,3/13/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,4/28/2024,Juntos boutique,722
,2024,03  Marzo,3/13/2024,AR3X,Abono tiquet AR3X,,-27.00,-322.82 €,Juntos house,,4/28/2024,Juntos house,5371
,2024,03  Marzo,3/13/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,18.00,581.01 €,Juntos boutique,,4/29/2024,Distribution b2b,602
,2024,03  Marzo,3/13/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,19.55,114.33 €,Distribution b2b,,4/29/2024,Juntos Products,252
,2024,03  Marzo,3/13/2024,FVA,ALBARANES DE VENTA,,74.38,238.08 €,Distribution b2b,,4/29/2024,Juntos boutique,4390
,2024,03  Marzo,3/13/2024,AR3F,Factura AR3F,,28.00,322.82 €,Juntos house,,4/29/2024,Juntos house,19760
,2024,03  Marzo,3/13/2024,AR3G,Tiquet AR3G,,240.00,"3,169.00 €",Juntos house,,4/30/2024,Distribution b2b,778
,2024,03  Marzo,3/14/2024,FVA,ALBARANES DE VENTA,,65.65,228.76 €,Distribution b2b,,4/30/2024,Juntos Products,-1376
,2024,03  Marzo,3/14/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,15.00,403.70 €,Juntos boutique,,4/30/2024,Juntos house,381
,2024,03  Marzo,3/14/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,5/1/2024,Juntos boutique,440
,2024,03  Marzo,3/14/2024,AR3G,Tiquet AR3G,,167.00,"2,113.18 €",Juntos house,,5/1/2024,Juntos house,3283
,2024,03  Marzo,3/15/2024,AR3G,Tiquet AR3G,,185.00,"2,367.18 €",Juntos house,,5/2/2024,Distribution b2b,599
,2024,03  Marzo,3/15/2024,FVA,ALBARANES DE VENTA,,118.35,524.74 €,Distribution b2b,,5/2/2024,Juntos boutique,939
,2024,03  Marzo,3/15/2024,JVF,FACTURAS DE VENTA,,2.00,70.00 €,Juntos Products,,5/2/2024,Juntos house,3910
,2024,03  Marzo,3/15/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,53.54 €,Juntos boutique,,5/3/2024,Distribution b2b,566
,2024,03  Marzo,3/16/2024,AR3G,Tiquet AR3G,,416.50,"6,553.91 €",Juntos house,,5/3/2024,Juntos boutique,934
,2024,03  Marzo,3/16/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,775.61 €,Juntos boutique,,5/3/2024,Juntos house,6372
,2024,03  Marzo,3/17/2024,AR3G,Tiquet AR3G,,369.50,"5,266.45 €",Juntos house,,5/4/2024,Juntos boutique,432
,2024,03  Marzo,3/17/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,455.28 €,Juntos boutique,,5/4/2024,Juntos house,4894
,2024,03  Marzo,3/18/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,5/5/2024,Juntos boutique,154
,2024,03  Marzo,3/18/2024,FVA,ALBARANES DE VENTA,,33.20,113.17 €,Distribution b2b,,5/5/2024,Juntos house,7179
,2024,03  Marzo,3/18/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/6/2024,Distribution b2b,724
,2024,03  Marzo,3/19/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.50 €,Distribution b2b,,5/6/2024,Juntos boutique,92
,2024,03  Marzo,3/19/2024,FVA,ALBARANES DE VENTA,,169.31,643.21 €,Distribution b2b,,5/6/2024,Juntos house,2082
,2024,03  Marzo,3/19/2024,JVA,ALBARANES DE VENTA,,12.00,252.00 €,Juntos Products,,5/7/2024,Distribution b2b,659
,2024,03  Marzo,3/20/2024,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,5/7/2024,Juntos boutique,210
,2024,03  Marzo,3/20/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,3.10,9.80 €,Distribution b2b,,5/7/2024,Juntos house,1930
,2024,03  Marzo,3/20/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,310.43 €,Juntos boutique,,5/8/2024,Distribution b2b,4363
,2024,03  Marzo,3/20/2024,AR3G,Tiquet AR3G,,270.50,"3,908.64 €",Juntos house,,5/8/2024,Juntos boutique,204
,2024,03  Marzo,3/20/2024,FVA,ALBARANES DE VENTA,,48.00,160.60 €,Distribution b2b,,5/8/2024,Juntos house,5050
,2024,03  Marzo,3/21/2024,FVA,ALBARANES DE VENTA,,129.15,521.70 €,Distribution b2b,,5/9/2024,Distribution b2b,353
,2024,03  Marzo,3/21/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/9/2024,Juntos boutique,507
,2024,03  Marzo,3/21/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,100.70 €,Juntos boutique,,5/9/2024,Juntos house,2495
,2024,03  Marzo,3/21/2024,AR3G,Tiquet AR3G,,91.50,"1,276.00 €",Juntos house,,5/10/2024,Distribution b2b,917
,2024,03  Marzo,3/21/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,64.80 €,Distribution b2b,,5/10/2024,Juntos boutique,1826
,2024,03  Marzo,3/22/2024,AR3G,Tiquet AR3G,,125.00,"1,647.27 €",Juntos house,,5/10/2024,Juntos house,7098
,2024,03  Marzo,3/22/2024,FVA,ALBARANES DE VENTA,,75.40,297.53 €,Distribution b2b,,5/11/2024,Juntos house,14451
,2024,03  Marzo,3/22/2024,AR3I,Invitaciones AR3I,,3.00,0.00 €,Juntos house,,5/12/2024,Juntos boutique,619
,2024,03  Marzo,3/22/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,4.00,93.60 €,Juntos boutique,,5/12/2024,Juntos house,8082
,2024,03  Marzo,3/23/2024,AR3G,Tiquet AR3G,,319.00,"5,736.18 €",Juntos house,,5/13/2024,Distribution b2b,565
,2024,03  Marzo,3/23/2024,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,5/13/2024,Juntos boutique,73
,2024,03  Marzo,3/23/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,15.00,"1,048.01 €",Juntos boutique,,5/13/2024,Juntos house,2705
,2024,03  Marzo,3/24/2024,AR3I,Invitaciones AR3I,,9.00,0.00 €,Juntos house,,5/14/2024,Distribution b2b,605
,2024,03  Marzo,3/24/2024,AR3G,Tiquet AR3G,,272.00,"3,610.18 €",Juntos house,,5/14/2024,Juntos Products,70
,2024,03  Marzo,3/24/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,260.65 €,Juntos boutique,,5/14/2024,Juntos boutique,400
,2024,03  Marzo,3/25/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,35.00 €,Distribution b2b,,5/14/2024,Juntos house,4201
,2024,03  Marzo,3/25/2024,AVF,FACTURAS DE VENTA,,1.00,181.82 €,Juntos house,,5/15/2024,Distribution b2b,279
,2024,03  Marzo,3/25/2024,FVA,ALBARANES DE VENTA,,42.50,111.14 €,Distribution b2b,,5/15/2024,Juntos Products,-575
,2024,03  Marzo,3/26/2024,FVA,ALBARANES DE VENTA,,121.20,461.80 €,Distribution b2b,,5/15/2024,Juntos boutique,305
,2024,03  Marzo,3/27/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/15/2024,Juntos house,4060
,2024,03  Marzo,3/27/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,4.00,77.69 €,Juntos boutique,,5/16/2024,Distribution b2b,436
,2024,03  Marzo,3/27/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,4.00,90.00 €,Distribution b2b,,5/16/2024,Juntos boutique,146
,2024,03  Marzo,3/27/2024,FVA,ALBARANES DE VENTA,,97.20,380.38 €,Distribution b2b,,5/16/2024,Juntos house,4256
,2024,03  Marzo,3/27/2024,AR3G,Tiquet AR3G,,199.00,"2,873.18 €",Juntos house,,5/17/2024,Distribution b2b,940
,2024,03  Marzo,3/28/2024,FVA,ALBARANES DE VENTA,,101.88,432.65 €,Distribution b2b,,5/17/2024,Juntos Products,35
,2024,03  Marzo,3/28/2024,AR3I,Invitaciones AR3I,,2.00,0.00 €,Juntos house,,5/17/2024,Juntos boutique,1084
,2024,03  Marzo,3/28/2024,AVF,FACTURAS DE VENTA,,1.00,227.27 €,Juntos house,,5/17/2024,Juntos house,5840
,2024,03  Marzo,3/28/2024,AR3G,Tiquet AR3G,,307.00,"4,097.45 €",Juntos house,,5/18/2024,Distribution b2b,105
,2024,03  Marzo,3/28/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,248.17 €,Juntos boutique,,5/18/2024,Juntos boutique,1381
,2024,03  Marzo,3/28/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/18/2024,Juntos house,7859
,2024,03  Marzo,3/29/2024,AR3G,Tiquet AR3G,,510.50,"7,597.00 €",Juntos house,,5/19/2024,Juntos boutique,969
,2024,03  Marzo,3/29/2024,FVA,ALBARANES DE VENTA,,118.60,452.34 €,Distribution b2b,,5/19/2024,Juntos house,6929
,2024,03  Marzo,3/29/2024,JVF,FACTURAS DE VENTA,,1.00,14.00 €,Juntos Products,,5/20/2024,Distribution b2b,9317
,2024,03  Marzo,3/29/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,24.00,573.59 €,Juntos boutique,,5/20/2024,Juntos boutique,640
,2024,03  Marzo,3/29/2024,AR3I,Invitaciones AR3I,,5.00,0.00 €,Juntos house,,5/20/2024,Juntos house,3853
,2024,03  Marzo,3/30/2024,AR3G,Tiquet AR3G,,511.50,"8,915.82 €",Juntos house,,5/21/2024,Distribution b2b,787
,2024,03  Marzo,3/30/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,17.00,406.94 €,Juntos boutique,,5/21/2024,Juntos boutique,372
,2024,03  Marzo,3/30/2024,FVA,ALBARANES DE VENTA,,111.70,402.26 €,Distribution b2b,,5/21/2024,Juntos house,3500
,2024,03  Marzo,3/31/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,25.00,"1,085.59 €",Juntos boutique,,5/22/2024,Distribution b2b,252
,2024,03  Marzo,3/31/2024,AR3I,Invitaciones AR3I,,2.00,0.00 €,Juntos house,,5/22/2024,Juntos Products,70
,2024,03  Marzo,3/31/2024,JVF,FACTURAS DE VENTA,,-11.00,-212.00 €,Juntos Products,,5/22/2024,Juntos boutique,749
,2024,03  Marzo,3/31/2024,AR3G,Tiquet AR3G,,402.00,"5,949.73 €",Juntos house,,5/22/2024,Juntos house,5167
,2024,04  Abril,4/1/2024,AR3G,Tiquet AR3G,,486.50,"7,013.16 €",Juntos house,,5/23/2024,Distribution b2b,909
,2024,04  Abril,4/1/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,26.00,981.88 €,Juntos boutique,,5/23/2024,Juntos Products,35
,2024,04  Abril,4/2/2024,AR3G,Tiquet AR3G,,201.00,"3,328.55 €",Juntos house,,5/23/2024,Juntos boutique,540
,2024,04  Abril,4/2/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,3.00,70.00 €,Distribution b2b,,5/23/2024,Juntos house,4923
,2024,04  Abril,4/2/2024,FVA,ALBARANES DE VENTA,,190.50,624.91 €,Distribution b2b,,5/24/2024,Distribution b2b,809
,2024,04  Abril,4/2/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,281.07 €,Juntos boutique,,5/24/2024,Juntos Products,35
,2024,04  Abril,4/2/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/24/2024,Juntos boutique,1286
,2024,04  Abril,4/3/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,147.92 €,Juntos boutique,,5/24/2024,Juntos house,5598
,2024,04  Abril,4/3/2024,AR3G,Tiquet AR3G,,273.00,"4,197.00 €",Juntos house,,5/25/2024,Distribution b2b,625
,2024,04  Abril,4/3/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,35.00 €,Distribution b2b,,5/25/2024,Juntos boutique,976
,2024,04  Abril,4/3/2024,FVJ,FACTURA DE VENTA JUNTOS,,37.00,"7,204.75 €",Distribution b2b,,5/25/2024,Juntos house,5080
,2024,04  Abril,4/3/2024,FVA,ALBARANES DE VENTA,,28.10,102.95 €,Distribution b2b,,5/26/2024,Juntos boutique,335
,2024,04  Abril,4/3/2024,JVA,ALBARANES DE VENTA,,30.00,648.62 €,Juntos Products,,5/26/2024,Juntos house,4888
,2024,04  Abril,4/4/2024,FVA,ALBARANES DE VENTA,,66.20,228.93 €,Distribution b2b,,5/27/2024,Distribution b2b,481
,2024,04  Abril,4/4/2024,AR3G,Tiquet AR3G,,272.50,"4,142.18 €",Juntos house,,5/27/2024,Juntos boutique,830
,2024,04  Abril,4/4/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,8.70,82.72 €,Distribution b2b,,5/27/2024,Juntos house,5947
,2024,04  Abril,4/4/2024,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,5/28/2024,Distribution b2b,814
,2024,04  Abril,4/4/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,26.44 €,Juntos boutique,,5/28/2024,Juntos Products,15
,2024,04  Abril,4/4/2024,JVA,ALBARANES DE VENTA,,20.00,420.00 €,Juntos Products,,5/28/2024,Juntos boutique,922
,2024,04  Abril,4/5/2024,FVA,ALBARANES DE VENTA,,93.65,441.43 €,Distribution b2b,,5/28/2024,Juntos house,5907
,2024,04  Abril,4/5/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,5/29/2024,Distribution b2b,4776
,2024,04  Abril,4/5/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,507.43 €,Juntos boutique,,5/29/2024,Juntos Products,390
,2024,04  Abril,4/5/2024,FVJ,FACTURA DE VENTA JUNTOS,,6.00,350.00 €,Distribution b2b,,5/29/2024,Juntos boutique,537
,2024,04  Abril,4/5/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,54.55 €,Distribution b2b,,5/29/2024,Juntos house,4619
,2024,04  Abril,4/5/2024,AR3G,Tiquet AR3G,,294.00,"4,537.64 €",Juntos house,,5/30/2024,Distribution b2b,477
,2024,04  Abril,4/5/2024,AVF,FACTURAS DE VENTA,,1.00,136.36 €,Juntos house,,5/30/2024,Juntos Products,175
,2024,04  Abril,4/6/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,18.00,685.63 €,Juntos boutique,,5/30/2024,Juntos boutique,474
,2024,04  Abril,4/6/2024,AR3G,Tiquet AR3G,,387.00,"5,996.45 €",Juntos house,,5/30/2024,Juntos house,5256
,2024,04  Abril,4/7/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,32.00,"1,271.18 €",Juntos boutique,,5/31/2024,Distribution b2b,1740
,2024,04  Abril,4/7/2024,AR3I,Invitaciones AR3I,,16.00,0.00 €,Juntos house,,5/31/2024,Juntos house,9461
,2024,04  Abril,4/7/2024,AR3G,Tiquet AR3G,,320.50,"4,171.36 €",Juntos house,,6/1/2024,Juntos boutique,722
,2024,04  Abril,4/8/2024,JVF,FACTURAS DE VENTA,,1.00,35.00 €,Juntos Products,,6/1/2024,Juntos house,3557
,2024,04  Abril,4/8/2024,FVJ,FACTURA DE VENTA JUNTOS,,48.00,130.00 €,Distribution b2b,,6/2/2024,Juntos boutique,176
